path,year-month,date,article idx,article title,paragraph,2500bott,singlebott,bott list,stage,scarcity,nonuniform progress,performance constraints,user heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content production,data center/storage,internet infra,content distribution,"browsers, apps & smart devices",advertising,end users,external partners,substitutional partners
./htmls/Factiva-20240114-0330 (2).html,2007 January,2007-01-15,74,CEA Chief Stands Up for Users,"What happens to music and  video content that gets shared on so-called peer-to-peer networks of PCs or  content -sharing sites — such as the “broadcast yourself” site, YouTube — remains open, as Shapiro did not shed light on those matters at CES.    ",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
./htmls/Factiva-20240114-0330 (2).html,2007 January,2007-01-15,81,"Time Warner Cable's IPO Saga Nears End; Adelphia Reorg Plan Poised for OK, Clearing Big Hurdle        ",Opening price: (1/03/06) $40,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0330 (3).html,2007 January,2007-01-12,7,News from the Consumer Electronics Show,"Cable Wants Web  Video to Be Friend, Not Foe     http://www.multichannel.com/article/CA6406023.html ",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0330 (3).html,2007 January,2007-01-12,8,News from the TCA,"Hallmark: Love First, Genres Later     http://www.multichannel.com/article/CA6406609.html ",1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
./htmls/Factiva-20240114-0330 (3).html,2007 January,2007-01-10,44,"Cars.com to Drive ESPN, ESPN2 NCAA Hoops        ",Cars.com     http://www.cars.com/go/index.jsp  will sponsor ESPN and ESPN2 Saturday-afternoon college basketball beginning Feb. 3.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
./htmls/Factiva-20240114-0330 (3).html,2007 January,2007-01-09,62,Discovery  Beefs Up Programming Staff,Discovery Networks U.S. named a new programming guide.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0330 (3).html,2007 January,2007-01-09,65,CMT Mobile to Sell Pageant Tones,"The 2007 Pageant will air live on CMT from The Planet Hollywood Resort & Casino in Las Vegas Monday, Jan. 29 at 8 p.m. ",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0330 (3).html,2007 January,2007-01-09,77,Verizon to Launch FiOS1 Local-Channel Service,"FiOS1 will also include around-the-clock traffic and weather, as well as local news and community sports. Verizon will partner with professional news organizations to deliver some of the  content .    ",1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
./htmls/Factiva-20240114-0330 (3).html,2007 January,2007-01-08,92,For a New- Media  'On Ramp',The explosion of the “new- media ” business over the last two years has caused the advertising industry to shift some gears.,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
./htmls/Factiva-20240114-0330 (1).html,2007 January,2007-01-22,55,Reality’s Just the Tip at TCA; Critics Get Word on Fare From Telefilms To Sketch Comedy,"Meanwhile, judges and producers talked up Top Design , the interior-design competition  series debuting Jan. 31 that will put 12 designers, artists and architects through their paces. The participants have a chance to win a $100,000 grand prize from LendingTree.com and a 2007 Acadia auto from GMC — partners in the show, along with Bacardi Limon and Thomasville Furniture.    ",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0330 (1).html,2007 January,2007-01-22,56,People,Viamedia,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0330 (1).html,2007 January,2007-01-22,59,Ad Advice: Get a Hobby; TV Spots Should Spur Interaction With Viewers,"Businesses must engage consumers in real-time conversations that are “relevant and trustworthy,” the report added. For instance, consumers will sniff out “fake blogs,” or “flogs,” and state their distrust for the company.      ",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0
./htmls/Factiva-20240114-0330 (1).html,2007 January,2007-01-22,75,"TW, Sinclair Keep Talking; But Mediacom’s CEO Pushes for Binding Arbitration in Its Dispute          ","Commisso was referring to the rebates, from $100 to $150, that Mediacom subscribers can get if they agree to switch to DirecTV.      ",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
./htmls/Factiva-20240114-0330 (1).html,2007 January,2007-01-22,77,Cox’s Aaron Ripley: Making the Complex Look Simple,"And indeed he is creating a unique environment at Cox, mixing his engineering, business, processing and technology savvy into a next-generation platform. “As things become more complex, it’s about looking at the whole system function, not just the operational pieces, to create the end service, and how to take network operations information and make it available to customers when they need it. And, how do we add more science to the art of troubleshooting. My engineering background plays a big part in that space, and that’s what’s fun and dynamic about this job,” Ripley said.      ",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0331 (1).html,2007 January,2007-01-01,34,"Quest10ns (And Answers) For 2007; From Franchise Reform to Retrans, Handicapping Some of Cable's Top Issues in the Coming Year        ","Launching broadcast-affiliated cable networks in lieu of cash for station carriage was the brainchild of John Malone at Tele-Communications Inc. The  National Cable & Telecommunications Association is paralyzed because operators and programmers are members. In 2005, the Federal Communications Commission concluded retrans works.    ",1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
./htmls/Factiva-20240114-0331 (1).html,2007 January,2007-01-01,44,FX Spills Viral 'Dirt' on Cox    Series,"The exclusive  video , which cannot be seen on such portals as MSN or Yahoo, offers a behind-the-scenes interview with the cast and crew of Dirt , Bigalow added.      ",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0331 (1).html,2007 January,2007-01-01,49,R.I. Greenlights Verizon’s FiOS Service,"During hearings on the applications, Cox’s regional vice president of government and public affairs, John Wolfe, argued the terms suggested by Verizon were not equivalent to the service levels provided by Cox. For instance, incumbent Cox must provide  video service to public buildings. If that standard is not applied to new providers, the cable company should receive regulatory relief, he said.      ",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
./htmls/Factiva-20240114-0329 (1).html,2007 February,2007-02-05,4,Nielsen Rival Pulling in $25M Cash,"ErinMedia would use its $25 million infusion to make improvements to its infrastructure that will enable it to make use of a new patent, which according to Maggio, uses inverse math to determine the demographic profile of a set-top.    ",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0329 (1).html,2007 February,2007-02-05,6,Comcast: Denial of Box Waiver Flawed,"I think the [FCC] should be saying no to some of the largest carriers,” he said at the conference. “Comcast has a waiver in front of us where they are asking just for a further delay without any kind of a date certain on when they will be able to develop downloadable security. I think it’s time for us to move forward.”",1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
./htmls/Factiva-20240114-0329 (1).html,2007 February,2007-02-05,8,Nick Posts Kid-Targeted 3D Web Site,"He would not speculate on how many users will come to Nicktropolis, which he said combines the best elements of the company’s Nick.com and Turbonick.com Web sites.      ",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
./htmls/Factiva-20240114-0329 (1).html,2007 February,2007-02-05,13,FCC Sits Out Sinclair Flap,"It's not clear to me that the commission does have the authority to order arbitration. I would say, however, though, the commission has been doing its best to try to encourage both parties to agree to binding arbitration, even by the commission's  Media Bureau,” Martin told reporters, according to FCC spokeswoman Tamara Lipper.",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
./htmls/Factiva-20240114-0329 (1).html,2007 February,2007-02-01,40,TiVo Counts on Super Sunday,"For the fifth consecutive year, TiVo will share its audience-measurement report on viewer response to Super Bowl advertising, game highlights and unscripted moments and entertainment.    ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
./htmls/Factiva-20240114-0328 (1).html,2007 February,2007-02-26,1,CBS Eyes New Deals; Network Hopes Cash-for-Carriage Pacts Set Precedent,"Cox and WWL reached a retransmission extension Jan. 31, which kept the CBS affiliate — and Super Bowl XLI — on the air for the cable system’s subscribers. Neither Cox nor WWL’s Brown are commenting on details of their talks, but one of the hangups is reportedly the financial terms for WWL’s HD channel, which Cox isn’t currently carrying.      ",1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
./htmls/Factiva-20240114-0328 (1).html,2007 February,2007-02-21,29,Viewers Take Aim at    Discovery  Shows; YouTube Spoofs Inspired User-Generated Special,"The special, which will feature approximately 20 user-generated videos, came about after network executives late last year saw two videos on YouTube     http://www.youtube.com  that spoofed American Chopper. The network decided to invite viewers to take their best shots at  Discovery shows. Over the past 10 weeks, more than 600 entries were submitted, according to Root.    ",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0328 (1).html,2007 February,2007-02-21,41,Narad Adds $10M to Coffers; Switched Ethernet Vendor Expects Several MSO Deployments,"Narad Networks       http://www.naradnetworks.com     raised more than $10 million in funding from existing investors       http://www.multichannel.com/article/CA374203.html Polaris     Venture Partners, Argo Global Capital, Sofinnova Ventures and The Vertical Group.      ",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
./htmls/Factiva-20240114-0328 (1).html,2007 February,2007-02-20,54,"Viacom Cuts Joost Licensing Deal; Internet- Video  Service to Get    Content  from MTVN, BET, Paramount        ","BET will supply Beef, DMX: Soul of a Man, Comic View and American Gangster. Viacom said Paramount Pictures, Paramount Vantage and Paramount Classics will supply full-length feature films to Joost.    ",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0328 (1).html,2007 February,2007-02-19,60,Terayon Gets Graphic; Upgrade Allows Insertion Without Analog Decoding,"The company is rumored to be up for sale, with potential bidders said to include  Cisco Systems, Motorola and Harmonic (see “Tip Sheet,” page 40).    ",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0328 (1).html,2007 February,2007-02-19,65,"Don’t Panic. Yet. Broadcasters, Cable Operators Think They Can Prevent 'Tsunami of Public Outrage’ If Millions of Televisions Don’t Work Two Years From Now          ","Lombardo, who also serves on the executive committee of the 8,300-member  National Association of Broadcasters , was referring to the digital-television transition — a federally imposed flip of the switch on Feb. 17, 2009. That’s almost exactly two years from today.      ",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
./htmls/Factiva-20240114-0328.html,2007 February,2007-02-28,23,MPEG Patent Firm Lawsuits Settled; MPEG LA Patents Used in Set-Top Manufacturing,"Futa’s countersuit claimed that he was owed at least $850,000 because MPEG LA breached its agreement with him. O’Reilly was seeking five years of salary, based on a severance agreement with MPEG LA, plus other monetary damages.    ",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
./htmls/Factiva-20240114-0328.html,2007 February,2007-02-28,28,"WCSN    Content  Heads for TheNewsRoom; World Championship Sports Network Reaches Deal with Voxant, the Viral Syndication Network          ","World Championship Sports Network       http://www.wcsn.com’s     Olympic Games and lifestyle-sports  content will be available to Web sites and blogs via TheNewsRoom       http://www.thenewsroom.com/index.faces     following an agreement between the broadband network and Voxant, the Viral Syndication Network       http://www.voxant.com     .      ",1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
./htmls/Factiva-20240114-0328.html,2007 February,2007-02-26,60,TNS    Media  Intelligence Acquires Cymfony; Eyes Integration of Traditional Ad Data with Tracking of New    Media,"Based in the Greater Boston area, Cymfony combines traditional and social  media research and analysis, helping organizations to extract insights into consumer behaviors and emerging market trends by monitoring, measuring and analyzing consumer-generated and traditional  media .    ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0328.html,2007 February,2007-02-26,77,Reality Check; Shows without actors or scripts are no fad.,"In fact, 18 reality shows — which purposely avoid professional acting and scripted action — finished in the top 50 shows in January among those sought-after viewers in their prime spending years. And the networks that put the most faith in reality shows are getting amply rewarded.    ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0328.html,2007 February,2007-02-26,79,"VH1’s Reality Rewrite; Network Switches Up, Ordering Two Scripted Shows        ","VH1 hit ratings pay dirt last year with Flavor of Love , featuring old-school rapper Flavor Flav and his attempts to find a love interest. The finale of the show’s first and second seasons set network ratings records, drawing 5.9 million and 7.5 million respectively. Overall, VH1 posted a 20% household ratings increase in 2006 with a 0.6 rating, up from a 0.5 in 2005.    ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0328.html,2007 February,2007-02-26,87,"Programmers Ramp Up To Meet HD Demand; End of Standard-Resolution TV Is In Sight for Producers, Networks          ","The strategy for us, in terms of HD, is to launch the right network at the right time. Given its presence, position and programming, TNT made sense at first. CNN, given its competition with broadcast news, will be next. When you have a family you want everyone to be able to play in this space, but ultimately it’s a capacity issue,” said Breland.      ",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0328.html,2007 February,2007-02-26,95,ErinMedia Pulls Back From TV Ratings,"Nielsen has previously refused to sell rating data to ReacTV, Maggio said.      ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
./htmls/Factiva-20240114-0329.html,2007 February,2007-02-08,11,Disney : Telefilm Sequels Are for Kids,"Come fall, ABC Kids will add  Disney Channel’s new  series , Cory in the House -- the record-ratings-breaking spinoff from That’s So Raven -- to the broadcaster’s Saturday-morning lineup.    ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
./htmls/Factiva-20240114-0329.html,2007 February,2007-02-07,32,V-me TV to Launch March 5,The network will be available in some 60% of Hispanic households right off the bat -- an unusually high ratio for a Spanish-language startup.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
