scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,technical,demand,length_approx,paragraph,label
0,0,0,1,0,0,1,0,0,1,6,"JP: I see the greatest growth in the booming tech industry. There are a lot of jobs, but it’s a place where those opportunities are not necessarily going in favor of people of color. We recently launched a diversity tech initiative because we have to be there — we have the talent and we’re looking to build an ever-bigger talent pool. My concern is that there are jobs out there that exist in tech that we don’t even know about because it’s such a fast-moving industry. I feel our challenge is that we have to make sure we’re keeping up.",1.0
0,0,0,1,0,0,0,0,0,1,3,"Carmichael in his opening monologue addressed the lack of diversity surrounding the Hollywood Foreign Press Association’s membership ranks, as well as other issues which forced the HFPA-produced Globes off of television last year.",1.0
0,0,0,1,0,0,0,0,0,1,10,"The miniseries dovetails with the meaning of the Memorial Day holiday: “Many of us just think of Memorial Day as a three-day holiday that kicks off summer. Its true purpose is to commemorate those who died in the service of our country. It feels like a completely appropriate time to launch the FDR miniseries because he led us through World War II, one of the most perilous periods in American history.”",2.0
0,0,0,0,0,1,0,0,0,0,16,"The FCC said it had tentatively concluded that it has the regulatory authority to impose such customer service obligations on DBS, the first time it will have done so if it adopts the rulemaking.",0.0
0,0,1,0,0,0,0,1,1,1,3,"MF: I mean, the easy answer to say is AI. But I don’t believe that. I don’t think we are at a point right now where AI can help us do our jobs any better than the tools that we already have. I think some of the cooler stuff is around measurement and longer-term understanding of the value that a specific airing or delivery of an impression-based ad has on, not just driving viewership and audience, but driving long-term brand outcome. And the tools that allow us to take that and do more of that. The idea is that we have savings goals with all of our clients. What we tell our clients, and one of the things that my team has been telling our clients for the last two years, is we need to pay more for impressions, but we should buy way fewer impressions. We need to make the impressions that we're buying, they’re going to cost more, more goes into it. They're going to look more expensive as an actual impression. But they’re going to generate far better results and we’re going to buy far fewer of them. And our clients are going to save money by reducing waste. And then we’re going to take that understanding and feed that back into the planning cycle so we can do more of what’s working.",0.0
0,0,0,0,0,1,0,0,0,0,10,"The withdrawal of Ms. Sohn’s nomination is a major victory and represents a strong bipartisan agreement that we need a fair and impartial candidate who can receive the support needed for confirmation,” he said. “The FCC is not a place for partisan activists; free speech is too important. Now, it’s time for the Biden administration to put forth a nominee who can be confirmed by the full Senate and is committed to serving as an even-handed and truly independent regulator.”",1.0
0,0,0,0,0,0,0,0,0,1,2,"The programming Shell is speaking of includes now having reruns of the previous day’s NBC programming, programming from cable networks including Bravo, a growing number of original shows including the buzzy  series Poker Face and  movies from Comcast ’s Universal Studios.",0.0
0,0,0,0,0,0,0,0,0,1,7,"These are just a few of the cultural impact moments masterminded by Marnie Black, executive VP of public relations at AMC Networks. And although her fingerprints are all over other AMC successes, including the  series finale of Better Call Saul  hitting a record 2.7 million viewers and, earlier during her 25-year career, on a legacy of activations at MTV, Black is characteristically looking ahead to the next storytelling opportunities.",1.0
0,0,0,0,0,0,0,1,0,0,20,"In a changing advertising market,  AMC Networks is planning a fairly traditional upfront presentation for  media buyers that will show off new programming, fresh distribution strategies and advanced advertising opportunities.",1.0
0,0,0,0,0,0,1,0,0,0,4,"More than half (52%) of the 2,200 adults surveyed in Horowitz’s State of  Media , Entertainment and Tech: Subscriptions 2023 study said they subscribe to multichannel  video programming distributors (MVPDs), matching last year’s survey percentage. Further, 80% of MVPD subscribers rate their satisfaction with their pay TV provider at 80%, slightly up from last year, according to the researcher.",1.0
0,0,0,0,0,1,0,0,0,0,14,"Her historic nomination and decades of relevant experience, though, were not enough to overcome a perfect storm of leverageable issues and opportunities for legislators and industry players who were just as happy not to have a progressive Democrat seated who would give the FCC the majority to potentially restore network neutrality rules, expand the Universal Service Fund fee base or re-regulate radio and TV stations in an effort to stem consolidation.",1.0
0,0,1,0,0,0,0,0,1,0,4,Verizon's nascent fixed wireless access service added nearly 1.2 million subscribers in 2022,0.0
0,0,1,0,0,0,0,0,0,0,5,"We want to stick to the strategy of playing the long game against a high demand for a high quality, best in class” product, Cavanagh said Wednesday. “We will, with selective offers and what’s right for different segments, answer some of the competitive threat. But we’re not going to lose sight of the bigger prize over the longer term.”",1.0
0,0,0,0,0,1,0,0,0,0,14,"Her historic nomination and decades of relevant experience, though, were not enough to overcome a perfect storm of leverageable issues and opportunities for legislators and industry players who were just as happy not to have a progressive Democrat seated who would give the FCC the majority to potentially restore network neutrality rules, expand the Universal Service Fund fee base or re-regulate radio and TV stations in an effort to stem consolidation.",1.0
0,0,0,0,0,0,0,1,0,0,2,"The company lost 237,000 residential  video customers in the first quarter, nearly double the loss it registered a year ago. It finished the quarter with 14.3 million residential  video customers and said it plans to begin deploying  Xumo-branded   streaming devices in late 2023. Xumo is a joint venture with Comcast.",1.0
0,0,0,1,0,0,0,0,0,1,1,"Season three of soccer comedy Ted Lasso starts on  Apple TV Plus Wednesday, March 15. One episode drops that day, with new episodes weekly on Wednesdays. There are 12 episodes.",1.0
0,0,0,0,0,1,0,0,0,0,9,The categories look decidedly different this year as NATAS has shuffled them around to better accommodate  streaming platforms and the declining relevance of the daypart.,1.0
0,1,0,0,0,0,0,0,1,0,10,"The impetus is clear: Comcast’s broadband subscriber growth has stalled, and wireless companies are now undercutting it with fixed wireless access home broadband services.",0.0
0,0,0,0,0,0,1,0,0,0,13,"More than a year in the making,   Netflix ’s long-awaited  crackdown on account password sharers officially hit the U.S. on Tuesday.",2.0
0,0,0,1,0,0,0,0,0,1,7,"On Wednesday, NBC Sports Chicago will air Blackhawks Draft Night Live presented by ChevyDriveschicago.com. Hosted by Pat Boyle, the one-hour live reaction special will provide details and analysis of the top pick from experts including former players Darren Pang, Denis Savard, Steve Larmer, Adam Burish, Ben Eager and Bryan Bickell, plus broadcasters Pat Foley and Charlie Roumelotis.",0.0
0,0,0,0,0,0,1,0,0,0,18,New product enables Dish TV’s live linear inventory to be programmatically executed,1.0
0,0,1,0,0,0,0,0,1,0,4,"To maintain a balanced and ethical approach, users of chatbots should be self-aware of their own biases and strive for fairness, inclusivity and responsible use of AI technology in their prompt engineering practices. This requires an ongoing examination of the prompts used to ensure that unintentional biases are not introduced or perpetuated.",0.0
0,0,0,0,0,1,0,0,0,0,5,"Rosenworcel has recently suggested that  Congress may have to step in to give the FCC the regulatory authority that the Cable Acts of 1984 and 1992 gave it over traditional  video . since those laws did not apply to, or anticipate,  OTT .",0.0
0,0,0,0,0,1,0,0,0,0,8,"The 2024  People’s Choice Awards will air live on NBC,  Peacock and E! on Sunday, February 18 from the Barker Hangar in Santa Monica, California. The telecast runs 8-10 p.m. ET. It is the first time for the People’s Choice Awards on Peacock.",0.0
0,0,0,1,0,0,0,0,0,1,5,"SE: It’s more about the fights that are available and what it takes to make them. We've seen a lot of change and disruption in combat sports generally, and in boxing in particular over the last four or five years and we’re at the point now where the dust has settled a bit. We love the position that we as Showtime Sports are in. Our talent is deeper than ever, and we’re doing as many events as we've ever done. So when you see a matchup like Benavidez-Plant or a matchup like Tank Davis-Ryan Garcia next month, it's not so much a result of us wanting to be in pay-per-view. We want to do big fights, and as those big fights are getting made some of them will naturally require pay-per-view in order to make them happen.",1.0
0,0,0,0,0,0,0,1,0,0,3,"Disney is leaning into digital and addressable advertising, which now accounts for about 40% of the company's ad revenue.",1.0
0,0,0,0,0,1,0,0,0,0,9,The categories look decidedly different this year as NATAS has shuffled them around to better accommodate  streaming platforms and the declining relevance of the daypart.,1.0
0,0,0,0,0,0,0,1,0,1,27,"We are having a lot of fan activations. It’s a very sophisticated plan that we put together with many of our sponsors,” Diament said.",2.0
0,0,1,0,0,0,0,0,1,0,4,"In Pocatello, which is home to Idaho State University,  Google Fiber will compete with  Cable One , among other telecom companies. As  Light Reading noted , Cable One launched gigabit-download-speed service in Pocatello back in 2016 and has plans to upgrade the area as part of its DOCSIS 4.0 “10G” rollout.",0.0
0,0,1,0,0,0,0,0,0,1,4,"Newsmax currently is not part of DirecTV’s menu of available channels, because, as explained in a company statement, “On multiple occasions, we [DirecTV] made it clear to Newsmax that we wanted to continue to offer the network, but ultimately Newsmax’s demands for rate increases would have led to significantly higher costs that we would have to pass on to our broad customer base.” For viewers, Newsmax still remains available through an even-wider  video distribution platform, since nearly 300 Americans can continue to access it  online for free through the Newsmax website.",1.0
0,0,0,0,0,1,0,0,0,0,5,"Rosenworcel has recently suggested that  Congress may have to step in to give the FCC the regulatory authority that the Cable Acts of 1984 and 1992 gave it over traditional  video . since those laws did not apply to, or anticipate,  OTT .",0.0
0,0,0,0,0,1,0,0,0,0,3,"NAB also wants Rosenworcel to create an ATSC 3.0 task force to focus on key transition issues. “Having a person or group of people whose primary focus is on solving these complex and important issues would enable the transition to proceed as quickly as possible while protecting viewers,” NAB said.",2.0
0,0,1,1,0,0,0,0,0,1,3,"MLB said that under the new system, the games will be available to 2 million additional homes in the Padres home territory.",1.0
0,0,0,0,0,1,0,0,0,0,4,"But the growth rate is slowing, with  OTT video revenue up just 4.3% in 2027, compared with the 35.3% growth seen in 2020 at the height of the pandemic.",0.0
0,0,1,0,0,1,0,0,0,0,6,"ACE suggested the site went down without a fight. The alliance said it identified the pirate, operating out of Tunisia, approached it and it stopped and turned over its domains. It had been drawing more than 14 million visitors per month to over 40,000  movies and TV  series episodes, ACE said.",1.0
0,0,0,0,0,0,0,1,0,0,5,"As a sponsor,  Disney Ad Sales said EGO will appear in the show’s opening animations, on billboards and will have logo placements throughout the  series . EGO, a division of Chervon, will also be featured in ESPN studio programs including the SportsCenter Draft Special, NFL Live, Get Up and First Take.",1.0
0,0,0,0,0,0,0,0,0,0,7,Front Office Sports reported that MLB was considering taking back the TV rights to games in the event of a bankruptcy.,1.0
0,0,1,1,0,0,0,1,0,1,4,"Our agreement with NCTC is another important step to continue our rapid expansion,” said Andrew Eisbrouch, COO & General Counsel of Law&Crime. “We are looking forward to delivering our compelling and unique  content to more audiences than ever before.”",1.0
0,0,0,0,0,0,0,1,0,1,27,"We are having a lot of fan activations. It’s a very sophisticated plan that we put together with many of our sponsors,” Diament said.",2.0
0,0,0,0,0,1,0,0,0,0,13,"A powerful lineup of honorees calls for a stellar roster of event hosts, and Future plc’s Multichannel News, Broadcasting+Cable and Next TV are pleased to announce a dynamic foursome of hosts in Astrinos, Hoover, Kimes and Lahmer.",0.0
0,0,0,0,0,1,0,0,0,0,13,"Feature  film writer Evan Parter, whose credits include The Independent, believes the studios are not taking the writers’ demands all that seriously. “I’m standing up for fair contracts for writers,” he said.",2.0
0,0,0,0,0,1,0,0,0,0,2,"Emmy, Tony Award-winning actor is executive producer for ‘Marvel’s Moon Girl and Devil Dinosaur’",1.0
0,0,0,1,0,0,0,0,0,1,7,"On Wednesday, NBC Sports Chicago will air Blackhawks Draft Night Live presented by ChevyDriveschicago.com. Hosted by Pat Boyle, the one-hour live reaction special will provide details and analysis of the top pick from experts including former players Darren Pang, Denis Savard, Steve Larmer, Adam Burish, Ben Eager and Bryan Bickell, plus broadcasters Pat Foley and Charlie Roumelotis.",0.0
0,0,0,0,0,1,0,0,0,0,14,"Big Tech also wanted Biden-appointed Federal Trade Commission chair Lina Khan to have to recuse herself from antitrust-related Big Tech issues given her past criticisms, but that didn’t happen either.",2.0
0,0,0,1,0,0,0,1,0,1,8,"With Fight Network and AXS TV, Anthem is vertically integrated and able to distribute and promote its own events and programming. It has been adding  an expanding set of digital and   streaming free, ad-supported  streaming TV (FAST) channels to make its programming more available, especially to younger viewers. “Will we end up having a boxing vertical of  content that will be streamed globally? Yes,” Asper said.",2.0
0,0,0,0,0,1,0,1,0,0,6,"Lee's summary of the bill makes it clear he thinks  Google and Facebook will have to divest ”significant“ portions of their ad businesses, and that Amazon may have to as well. It would also put a crimp in Apple’s efforts on the third-party ad front.",1.0
0,0,0,0,0,1,0,0,0,0,8,"DirecTV sued  Nexstar   Media Group , Mission Broadcasting and White Knight Broadcasting in a New York federal court Tuesday, accusing the three broadcast station groups of “engaging in an illegal conspiracy” to manipulate the market for broadcast retransmission fees.",1.0
0,0,0,1,0,0,0,0,0,1,16,"These new hires are an important step in our preparation to address the changing landscape of MLB game distribution in light of the increasing challenges and pressure facing regional sports networks,” MLB chief revenue officer Noah Garden said.",1.0
0,0,0,1,0,0,0,0,0,1,1,"Season three of soccer comedy Ted Lasso starts on  Apple TV Plus Wednesday, March 15. One episode drops that day, with new episodes weekly on Wednesdays. There are 12 episodes.",1.0
0,0,0,0,0,0,0,0,0,0,12,"We were shocked and dismayed that  Hulu removed our stations while in the middle of an active negotiation with no notice to its customers, despite Sinclair ’s numerous good faith attempts to negotiate a carriage deal, and multiple unconditional extension offers to keep the stations on  Hulu .",1.0
0,0,1,1,0,0,0,0,0,1,7,"Orion Ross, VP of animation for The Walt  Disney Co. EMEA, and Ayo Davis, president of  Disney Branded Television, made the announcements in France. “We’re delighted to be in Annecy announcing our continued commitment to working with leading studios and creators here in France and across the globe, to bring new voices, universal stories and brilliant animation to kids and family audiences around the world,” they said.",0.0
0,0,0,0,0,0,0,1,0,0,3,"Disney is leaning into digital and addressable advertising, which now accounts for about 40% of the company's ad revenue.",1.0
0,0,0,1,0,0,0,0,0,1,7,"The special was filmed at the Cullen Theatre in Houston. It “features Ms. Barr’s signature comedic take on a variety of topics, from her experiences growing up Jewish in the Mormon citadel of Salt Lake City, moving to Texas, and raising her privileged brood,” Fox Nation said.",2.0
0,0,1,0,0,0,0,0,0,1,10,"The MGM brand is meaningful to consumers,” Wright said. “It’s been very consistent in offering high production value, great talent and entertainment  content to a sophisticated audience. We’re offering  movies and original  series that speak to that audience as we celebrate a brand that people know.”",1.0
0,0,0,1,0,0,0,0,0,1,5,"Told through the eyes of the people who knew them best, Dear Mama is an intimate wide-angle portrait of the most inspiring and dangerous mother-son duo in American history, whose unified message of freedom, equality, persecution and justice are more relevant today than ever,” FX said.",1.0
0,0,0,1,0,0,0,0,0,1,4,"Kids-targeted animated  series Star Trek: Prodigy  will debut its second season this winter. The  series is executive produced by Kurtzman, Kadin, Baiers, Roddenberry and Roth, the streamer said. ■",1.0
0,0,1,0,0,0,0,0,0,0,16,"In their petition, Standard General and Tegna have argued the transaction will created a minority-owned company and expand local reporting and programming.",2.0
0,0,0,1,0,1,0,0,0,1,13,"NBC's live award ceremony telecast, hosted by comedian Jerrod Carmichael, was more subdued compared to past Globes awards ceremonies as the Hollywood Foreign Press Association continues to recover from the controversy surrounding the lack of diversity among its members. As a result of the controversy, the 2022 Golden Globes were not televised.",1.0
0,0,1,1,0,0,0,0,0,1,5,"This research illustrates the inherent potential of addressable TV as a powerful tool for targeted communication with previously hard-to-reach audience segments,“ Kristian Claxton, managing partner, innovation and strategy at Finecast, GroupM Nexus’ addressable unit, said. “The seamless integration of such capabilities with the storytelling possibilities and brand protection mechanisms inherent in broadcast TV is well demonstrated.”",0.0
0,0,0,1,0,0,0,0,0,1,3,"YES Network ’s broadcast team, in collaboration with Prime  Video , will return to produce the 20 Prime  Video games. YES Network’s Michael Kay will handle play-by-play, joined by YES analysts David Cone, Paul O’Neill, John Flaherty and Jeff Nelson.",1.0
0,0,1,0,0,0,0,0,0,0,83,"An incredible two days at #IABALM. Heard on stage this afternoon: “I’m not going to talk about privacy. Because privacy is boring, it makes our eyes glaze over.” This is what is flawed about our industry.  Words Matter. January 24, 2023",1.0
0,0,0,1,0,0,0,0,0,1,10,"The miniseries dovetails with the meaning of the Memorial Day holiday: “Many of us just think of Memorial Day as a three-day holiday that kicks off summer. Its true purpose is to commemorate those who died in the service of our country. It feels like a completely appropriate time to launch the FDR miniseries because he led us through World War II, one of the most perilous periods in American history.”",2.0
0,0,0,0,0,0,1,0,0,0,35,"Leichtman Research Group believes the  Google vMVPD added 100,000 customers in Q1, making it the only U.S. operator that grew during the quarter",1.0
0,0,0,1,0,0,0,0,0,1,4,"As we move to the back half of the year, when all of our programming strength is coming, I think we're pretty optimistic that we’re going to continue to grow paying subs,“ Shell said. ”By the way, it’s also important to remember that 13 million paying subs comes from only a portion of the country because in Comcast territory, Comcast homes who get Xfinity, get Peacock Premium for free.",1.0
0,0,0,0,0,0,0,0,1,0,7,"And as operators like Comcast and Charter upgrade their cable networks to  the new DOCSIS 4.0 tech standard over the next three years, and with fiber-to-the-home network operators also deploying CableOS, Harmonic still has most of its runway still in front of it for its core network virtualization product.",1.0
0,0,0,0,0,1,0,0,0,0,2,"Adam Sharp (l.), president and CEO of NATAS, and Lifetime Achievement honoree LeVar Burton at the inaugural Children’s & Family Emmy Awards at the Wilshire Ebell Theatre in Los Angeles. (Image credit: Marc Bryan-Brown)",1.0
0,1,0,0,0,0,0,0,1,0,10,"The impetus is clear: Comcast’s broadband subscriber growth has stalled, and wireless companies are now undercutting it with fixed wireless access home broadband services.",0.0
0,0,0,0,0,1,0,0,0,0,2,"Emmy, Tony Award-winning actor is executive producer for ‘Marvel’s Moon Girl and Devil Dinosaur’",1.0
0,0,0,0,0,1,0,0,0,0,13,"Feature  film writer Evan Parter, whose credits include The Independent, believes the studios are not taking the writers’ demands all that seriously. “I’m standing up for fair contracts for writers,” he said.",2.0
0,0,0,0,0,0,0,1,0,0,8,Hallmark   Media said it signed up with research and analytics company  EDO to measure the outcomes of ad campaigns on Hallmark Channel and Hallmark  Movies & Mysteries.,1.0
0,0,1,0,0,0,0,0,0,1,4,"Newsmax currently is not part of DirecTV’s menu of available channels, because, as explained in a company statement, “On multiple occasions, we [DirecTV] made it clear to Newsmax that we wanted to continue to offer the network, but ultimately Newsmax’s demands for rate increases would have led to significantly higher costs that we would have to pass on to our broad customer base.” For viewers, Newsmax still remains available through an even-wider  video distribution platform, since nearly 300 Americans can continue to access it  online for free through the Newsmax website.",1.0
0,0,0,0,0,1,0,0,0,0,1,"Cantwell told Rosenworcel that Congress should create a new copyright regime for linear TV  streaming services so that broadcasters can more easily be compensated, but that the FCC did not have to wait around for Congress to get to it.",0.0
0,0,1,0,0,1,0,0,0,0,10,"B+C and Next TV have announced their Best of Show Awards for the 2023 NAB Show, April 16-19 in Las Vegas. The awards are judged by a panel of industry experts on the criteria of innovation, feature set, cost efficiency and performance in serving the industry.",1.0
0,0,0,0,0,1,0,0,0,0,8,"Asked if they would support refreshing the record, Gomez said she agreed local broadcast news was important and said that, if confirmed, she would work with the committee to understand the issue and “delve into” what the FCC can do “given current law.”",0.0
0,0,0,0,0,1,0,0,0,0,13,"A powerful lineup of honorees calls for a stellar roster of event hosts, and Future plc’s Multichannel News, Broadcasting+Cable and Next TV are pleased to announce a dynamic foursome of hosts in Astrinos, Hoover, Kimes and Lahmer.",0.0
0,0,0,1,0,0,0,0,0,1,7,"The  film is called I Never Thought to Ask: A Mom’s Quest for Answers, and features Soleil Moon Frye and Melissa Joan Hart as well as medical experts and people impacted by the condition.",0.0
0,0,0,0,0,0,0,0,0,0,2,"I’m excited to share that we’re combining Showtime and MTV Entertainment Studios into one unified leadership team,” McCarthy said. “Together, these creative powerhouses make some of the biggest hits in TV: from Yellowstone to Yellowjackets, Dexter to The Daily Show, Billions to Beavis and Butt-Head, The Chi to The Challenge, Jersey Shore to Tulsa King, Drag Race to The Department, Love and Hip Hop to Your Honor, plus Emily in Paris, South Park and Mayor of Kingstown. ■",1.0
0,0,0,1,0,0,0,0,0,1,9,"TNT, along with  TBS and  truTV , will carry Game One of the Florida Panthers-Vegas Golden Knights NHL Stanley Cup  series . The Warner Bros.  Discovery -owned networks will air every game of the NHL finals after ABC aired last year’s Colorado Avalanche-Tampa Bay Lightening Stanley Cup  series .",0.0
0,0,1,1,0,0,0,0,0,1,7,"Orion Ross, VP of animation for The Walt  Disney Co. EMEA, and Ayo Davis, president of  Disney Branded Television, made the announcements in France. “We’re delighted to be in Annecy announcing our continued commitment to working with leading studios and creators here in France and across the globe, to bring new voices, universal stories and brilliant animation to kids and family audiences around the world,” they said.",0.0
0,0,0,1,0,0,0,0,0,1,5,"John Leguizamo is the guest host this week on  The Daily Show . Leguizamo sits with CNN political commentator Ana Navarro March 27, actor and activist Diane Guerrero March 28, rapper Princess Nokia March 29 and Rep. Ritchie Torres (D-N.Y.) March 30.",1.0
0,0,0,1,0,0,0,0,0,1,9,"TNT, along with  TBS and  truTV , will carry Game One of the Florida Panthers-Vegas Golden Knights NHL Stanley Cup  series . The Warner Bros.  Discovery -owned networks will air every game of the NHL finals after ABC aired last year’s Colorado Avalanche-Tampa Bay Lightening Stanley Cup  series .",0.0
0,0,0,1,0,0,0,0,0,1,25,"ESPN will air a  XFL doubleheader featuring the Vegas-St. Louis and Arlington-Orlando games. On Sunday ABC will air the Houston-San Antonio game, while  ESPN2 will carry the D.C.-Seattle contest.",1.0
0,0,0,1,0,0,0,0,0,1,7,"The  film is called I Never Thought to Ask: A Mom’s Quest for Answers, and features Soleil Moon Frye and Melissa Joan Hart as well as medical experts and people impacted by the condition.",0.0
0,0,0,0,0,0,1,0,0,1,6,"It took three years, but now WOW! has simplified the offering around YouTube TV, which is the biggest vMVPD with over 5 million subscribers.",2.0
0,0,0,0,0,0,0,0,0,0,7,"For Paramount and CBS, the revolt threatened to spill out onto other digital arrangements with the likes of  Paramount Plus ,  Hulu Plus Live TV and  YouTube TV .",1.0
