stage,year,page,article name,length of article,paragraph,2500bott,bottid,singlebott,scarcity,nonuniform progress,performance constraints,user heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content production,data center/storage,internet infra,content distribution,"browsers, apps & smart devices",advertising,end users,external partners,substitutional partners
1.0,2012,None,None,None,"Given its arsenal, there can probably be no true national competitor to the behemoth that is ESPN, but Fox’s push into 81 million homes changes the dynamic for NBC Sports Network and the burgeoning CBS Sports Network. Being No. 2 here wouldn’t be such a bad thingfrom the perspectives of profile and profit.",1,17,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2012,None,None,None,"He said CBS has had a couple of years of closely watching the  Netflix impact on network advertising, syndication (where CBS proce-durals are popular) and retransmission-consent revenue, and the network has decided to go after more  SVOD gains. “Frankly, we’re going to be more aggressive, because the realization is, through a couple of years, it’s not going to affect those things in a negative way.”",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2012,None,None,None,"TAKEAWAY Pay TV operators are rushing to make more  content available across more screens to subscribers in their homes, but there remain gaps in channel lineups and device support.",1,15,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2012,None,None,None,"Included was retransmission consent for NBC’s 10 broadcast stations; a comprehensive TV Everywhere deal for  online rights to all of NBCU’s pay TV networks and the Olympic Games; and several regional sports networks, including Comcast SportsNet Philadelphia, Comcast Network Philadelphia, Comcast SportsNet Mid Atlantic, Comcast SportsNet New England.",1,16,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0.0,2012,None,None,None,"The bill directs the National Academy of Sciences to report to Congress, the FCC and the Federal Trade Commission on the impact of violent  video on kids’ development and well-being. The study wouldn’t have to be completed for 18 months, a time frame that sounds like kicking the can down the road again. But Rockefeller is not likely to leave things at just an 18-month study, considering that studies are often characterized as a way to take action without actually taking action. The committee source said the bill was a first step, and Rockefeller would be looking at a host of related issues in the new Congress, though he has not decided just what that next step would be. Elsewhere on Capitol Hill, Rockefeller was joined by Reps. Ed Markey (D-Mass.) and Joe Barton (R-Texas) at a press conference where the FTC announced updates to child protection laws.",1,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2012,None,None,None,"With cable stocks on a roll — the MSO sector is up 36% so far this year and programming stocks have added 35% to their value — money cheap and banks willingto lend it, the deal market could heat up again in the cable sector. Already, Cablevi-sion Systems is exploring a possible sale of its Optimum West division — the former Bresnan Communications — because of several unsolicited offers it had received for the properties.",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2012,None,None,None,"Meanwhile, Verizon Communications now is  streaming up to 75 live TV channels to FiOS TV and Internet subscribers on iPad tablets and LG’s Internet-connected TVs, although that lineup does not include any broadcast networks.",1,20,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0.0,2012,None,None,None,"Even with management that analysts acknowledge as competent, GCI is having a tough time. Cable and wireline revenues are down, while long-distance rates are dropping due to competition. And although wireless is doing well, GCI is earning less income from roaming charges.",1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2012,None,None,None,"In support,  Disney Channel last month cut a  series of interstitials featuring several members of the We Are Doc McStuf ns Project & Artemis Medical Society who share their personal stories with viewers to give them a better understanding of a real life doctor’s role.",1,18,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1.0,2012,None,None,None,"Nowhere was that more evident than in the 2012 London Olympics, which have been called a “watershed” event in TV Ever y where progra mmi ng. NBCU ser ved 159.3 mi l lion v ideo streams across all providers and digital platforms from London, compared with 75.5 million from the Beijing Olympics in 2008. Of that total, 64.4 million were live streams, 353% more than Beijing’s 14 million. For the London games, users averaged 111.4 live  streaming minutes per viewer on the Web and 94.3 live  streaming minutes per viewer on the app.",1,"12,16",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
0.0,2012,None,None,None,"The top mobile applications used during peak hours in North America range from BitTorrent, Skype, Facebook and YouTube upstream to  Netflix and iTunes downstream.",1,7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2012,None,None,None,Multiplatform  video and time-shifted TV are growing ever more popular among users.,1,15,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5,2012,None,None,None,"On page 4, a pie chart shows Sanford Bernstein‘s outlook for broadband connections by provider. What a diff erence a decade makes. On pages 6 and 8, take a look at the vast array of devices owned by a typical multichannel subscriber—and the services they clearly crave. All this is broken down by type of provider.",1,"2,15",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2012,None,None,None,"ONCE AGAIN, NBCUNIVERSAL IS looking at the Olympic Games as a gigantic Petri dish for  media research.",1,17,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1.0,2012,None,None,None,"TV still holds the largest share of the ad budget and given what social TV can offer, advertisers will line up for this close proximity to fans. ■",1,20,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
1.0,2012,None,None,None,"Episodes of Viacom cable shows to be available on the Amazon Prime Instant Videos service will include: MTV's The Hills, Jersey Shore, The Hard Times of RJ Berger and several seasons of The Real World;  Comedy Central 's Chappelle's Show and The Sarah Silverman Program; Nickelodeon's iCarly, Dora the Explorer, SpongeBob",1,17,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1.0,2012,None,None,None,"FOR THOSE OF US WHO WATCH THE SUPER Bowl for the advertisements, one force outweighed everything else in last week's folly. Not the doggies (says a dog person); not even Betty.",1,17,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
0.0,2012,None,None,None,"The company also has been syndicating telecasts of top-level events to ESPN, the worldwide leader's broadband service ESPN3 and Fox Sports, as well as disseminating live, tape-delay and  video - on - demand coverage to Comcast, Time Warner Cable and Charter Communications.",1,8,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.0,2012,None,None,None,"Synacor cites its main competition as in-house information technology staffs at MSOs and telcos that roll their own Web solutions. Other competitors include major portal operators Yahoo,  Google , AOL and MSN.",1,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2012,None,None,None,"In November, SeaChange founder, chairman and CEO Bill Styslinger left the company and Rau, a member of the board, assumed CEO duties on an interim basis. Earlier this month, SeaChange named Michael Bornak, previously chief financial officer of Toll-grade, as its CFO. He replaced Kevin Bisson, who left the company to join Mercury Computer Systems as CFO. ■",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2012,None,None,None,"Not all analysts were entirely convinced that Viacom can turn around the ad situation quickly. In a research report Thursday, Morgan Stanley  media analyst Ben Swinburne noted that consensus estimates for the fiscal second quarter are for 4% to 5% ad sales growth, which he __nds hard to reach given continued ratings declines at Nick and MTV. He estimated the two networks’ ratings ratings were down 22% and 19%, respectively, in live key demos.",1,20,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1.0,2012,None,None,None,"Consumers continue to complain about a lack of a unified TV Everywhere interface for all devices; confusion stemming from widely varying digital offerings, in which  content is made available on some platforms, but not others; and the authentication process that grants them the right to view specific programs.",1,15,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2012,None,None,None,"For starters, the number of consumer devices in the market that can easily be connected to the Internet to access  online or mobile  video has reached a critical mass. Between the third quarter of 2010 and 2011, the number of tablets in the U.S. skyrocketed by 488%, to 20 million; the number of over-the-top boxes such as Roku or Apple TV jumped 253%, to 6 million;  video streaming -enabled game consoles increased by 34%, to 61.6 million; and smart phones spiked by 47%, to nearly 105.7 million in the U.S., according to Magna Global, with more on the way.",1,15,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
0.0,2012,None,None,None,"The  video game industry also should take advantage of brilliant 4K screens for ul-tra-realistic games, Oakley said. “Initially I think it will be gaming consoles and the game producers moving to 4K,” he said. “It's going to be Grand Theft Auto 4K or Call of Duty 4K.”",1,5,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0.0,2012,None,None,None,"One of the bigger projects on which LeBas, 52, played a crucial role was in the marketing of the network's WatchESPN application, which launched in the fall of 2010. The application allows users to watch live sports events and ESPN programming on a computer, mobile phone or tablet. ESPN was the first network to offer live, 24-hour  streaming of network programming on these devices.",1,7,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
0.0,2012,None,None,None,"Markham Erickson is executive director of NetCoalition, which has been battling the PROTECT IP Act (PIPA) and the Stop  Online Protection Act (SOPA) on behalf of a membership that includes Web giants  Google and Yahoo! Erickson said he is ready to talk directly with the Hollywood studios that advocate for the bills, designed to prevent off-shore websites from stealing copyrighted  content , but said they need to make the first move.",1,11,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1.0,2012,None,None,None,"RBC Capital Markets analyst David Bank said what's missing from the equation is a search algorithm that finds not only the specific show that a user is looking for but, like  Netflix or iTunes, seeks out  content that the user doesn't know about but might like to watch. “If they could crack that code, they would be the first to do it efficiently,” Bank said of developing a broader recommendation engine. “That would be an interesting product.” Tanner said that discovering new programming is an integral part of the site — for example, its Social Power Rankings list the 10 most talked-about shows on the site, fan pages, Facebook and Twitter. In addition, smart recommendations will roll out this year.",1,19,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2012,None,None,None,"Given the recent popularity of sports  documentaries for ESPN, HBO Sports and other programmers, producer Eric Drath, who won an Emmy for the HBO boxing documentary Assault in the Ring, said there are opportunities for the league networks to “get a wider audience and grow the fan base.",1,17,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0.0,2012,None,None,None,The indictment came only hours after a Web-led protest last Wednesday of legislation that would give the Justice Department more power to combat  online video piracy.,1,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2012,None,None,None,Several members of the analyst community are looking at strong affiliate-fee revenue growth and slight advertising increases to rule the day in 2012.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1.0,2012,None,None,None,"Additional 3DTV events — such as NBC's plans to offer the 2012 London Olympic Games in 3D to U.S. distributors — will help grow awareness, the panelists said. “That raises the water in the bathtub for everybody,” Burns said.",1,15,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1.0,2012,None,None,None,"Butnone of the vendors announcedpricingfortheir  Google TV products. It's a critical question, since a key reason consumers ignored the first round of  Google TVs was because they cost up to $400 more than models without the embedded software.",1,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2012,None,None,None,"Opponents of SOPA, which include search engines —  Google most prominently — and consumer-electronics companies, have argued that the increased authority it gives  content providers to combat alleged piracy, including the ability to obtain a court's approval to block access to the domain names of allegedly infringing sites, threatens the openness and even the viability of the Internet.  Content owners suggest that charge is alarmist and unfounded.",1,11,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1.0,2012,None,None,None,"IT'S A BURNING QUESTION ON MANY marketers’ minds: What effect do ads have across TV,  online and mobile devices?",1,15,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0.0,2012,None,None,None,"In the meantime, the FCC can operate with three commissioners — it has done so in the past — though Republican Commissioner Robert McDowell could theoretically hold up votes at public meetings by leaving the room, which would result in the lack of a quorum.",1,11,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1.0,2012,None,None,None,"We're AirPlay for everybody else,” said Shodogg CEO Herb Mitschele, referring to a feature of the Apple TV set-top that streams  content from iPads and iPhones to television sets.",1,15,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
1.0,2012,None,None,None,"The Winter X Games Aspen 201 aired Jan. 26-29 across ESPN, ESPN2, ESPN 3D and the WatchESPN  online portal. A portion of the promos for the Winter X Games, which featured snowboarding and skiing stunt competitions, were also Shazam-enabled. The Shazam app identifies  content , such as a TV program or song, using an audio-recognition algorithm.",1,15,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
1.0,2012,None,None,None,"Cine Sony Television is an adrenaline-fueled Spanish-language network that brings together the best Hollywood  movies , hottest Latin TV  series and a global roster of Latin music artists. It is the premier movie experience for the US Latino audience featuring featuring Hollywood blockbusters: uncut and uncensored.",1,19,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2012,None,None,None,The new award for Leadership in Hispanic Television is being introduced in celebration of the summit's 10th anniversary. It acknowledges a single company or organization for its extraordinary efforts to serve Hispanic viewers. The Award for Outstanding Achievement in Hispanic Television will be presented to an individual.,1,19,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2012,None,None,None,"People expect broadband and that's going to be central. So if you look at systems that have a future and systems that are gonna have a hard time, broadband I think is going to be the defining factor.",1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
0.0,2012,None,None,None,"BET founder Robert Johnson made some news with a bold statement to the  media the other day. He predicted the demise of pay TV's big programming package within two or three years, saying inexorable pressure from  online services like  Netflix and  Hulu will compel cable and satellite TV providers to offer their customers smaller  video packages.",1,"7,10",0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
0.0,2012,None,None,None,"Q&A Last week, Comcast's NBCUniversal joint venture bought the 50% interest in website msnbc.com it didn't already own from  Microsoft for an estimated $300 million, ending a 16-year partnership that began with the 1996 launch of cable channel MSNBC. ( Microsoft sold its interest in the cable channel in 2005.) The msnbc.com site will become NBCNews.com, under the umbrella of a new organization, NBC News Digital, encompassing all of the news division's Web properties and headed by a longtime industry veteran, NBC News senior vice president and chief digital officer Vivian Schiller. (The msnbc.com site will relaunch in 2013.) Schiller, who has served stints as CEO of National Public Radio, general manager ofNYTimes.com and general manager of  Discovery Times Channel, took time out last week to answer email questions from Multichannel News senior finance editor Mike Farrell.",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2012,None,None,None,The headline on one of his many June 9 filings looked oddly familiar: “CFA Brands Spec-trumCo Deal End of ‘96 Act's Competitive Promise.”,1,8,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0.0,2012,None,None,None,American Cable Association president and CEO Matt Polka more explicitly said the trade group — which represents smaller cable operators — is hoping Aereo's legal battle changes the current state of retrans.,1,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2012,None,None,None,"We'll blow these records away” once  Netflix debuts an exclusive season of Arrested Development and a remake of the BBC's House of Cards, Hastings bragged in a Face-book post.",1,16,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0.0,2012,None,None,None,"If you think the government should decide the level of service and channel locations for the carriage of cable networks, then you favor the FCC's orders as they stand. If you think those decisions are better left to the marketplace to decide, then you oppose the FCC's decisions. Some things really are that simple.” “Mike”",1,11,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0.5,2012,None,None,None,"The job cuts had nothing to do with  Verizon Wireless , Young maintained. “That said, a growing number of Americans are wireless-only,” he said. “In addition, many have several wireless devices [smartphones, iPads etc.] And those devices are using more and more spectrum.”",1,"7,15",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2012,None,None,None,"Have you heard? Apple is cooking up a sexy, wirelessly connected Internet TV with voice and gesture controls, packed with a slew of rich, TV-optimized apps — which will forever change the way people watch and interact with television.",1,"15,18",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
0.5,2012,None,None,None,"Since the UFC has a younger-skewing audience, King said, its fans are more likely to view  content online or via mobile devices. “Digital has evolved [along with] what you can do in the digital space,” she said. “Bandwidth isnow huge and very accessible, so you can put everything  online that primarily you could only put on television before.”",1,"2,7,19",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
0.0,2012,None,None,None,"WHEN A FEDERAL COMMUNICATIONS COMmission administrative law judge ruled last Dec. 16 that Comcast has discriminated against the Tennis Channel, he smacked the legal equivalent of a clean ace down the middle.",1,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,2012,None,None,None,"Opponents of the deal concede that it is beachfront real estate for wireless broadband, and is the only such freed-up spectrum that will be available for some time — it will likely take the FCC close to a decade to free up reclaimed broadcast spectrum for wireless broadband via its incentive auctions. But it was the fact that it was going to Verizon that stuck in craws of the public-interest groups and Verizon’s competitors. Cohen said Comcast had talked to “virtually” every competitor about the spectrum, but concluded Verizon’s was the best deal for the company and its customers.",1,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
