scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,paragraph,label,Bottid,year,word_count,number_of_types
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,"BET founder Robert Johnson made some news with a bold statement to the  media the other day. He predicted the demise of pay TV's big programming package within two or three years, saying inexorable pressure from  online services like  Netflix and  Hulu will compel cable and satellite TV providers to offer their customers smaller  video packages.",0.0,0,0.5,0.40540540540540543,0.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Although designing the ideal solution for transporting high quality, live video over the internet can be challenging, using today’s protocols and technologies, it is possible.",1.0,18,0.625,0.08108108108108109,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"This effort adds great value to our high-speed Internet customers by providing free wireless Internet access on all of their Wi-Fi enabled devices in our markets and additional areas across the country,” Bright House president Nomi Bergman said in announcing the endeavor.",0.0,0,0.5,0.23423423423423423,0.2
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"In late September, the FTC initiated an investigation of 25 PAEs, seeking to “better understand how they impact innovation and competition.” The agency’s examination surfaced barely a month after the GAO recommended in its report Intellectual Property: Assessing Factors That Affect Patent Infringement Litigation Could Help Improve Patent Quality” that the U.S. Patent and Trademark of ce “improve patent quality and examination” procedures to reduce abusive lawsuits.",0.0,0,0.5,0.4594594594594595,0.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"Since adopting FreeWheel’s Audience Manager, we’ve been able to target our inventory with improved ingestion and activation speed,” Seth Wernick, senior VP, revenue operations at  Crackle , said. “FreeWheel has made a significant impact on our audience-based campaigns as we look to reach consumers across today’s fragmented TV ad ecosystem.”",1.0,0,0.5,0.3153153153153153,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,"Meanwhile, there are several demonstrations of live IP showcasing cross-vendor solutions to the IP live puzzle.Systems integrator Gearhouse Broadcast has devised a remote production workflow linking solutions from Hitachi, Riedel, and EVS.The EBU has corralled potential rivals to support its Sandbox LiveIP project, implemented an IP studio at Belgium broadcaster VRT.Participants include Axon EVS, Genelec, Grass Valley, Nevion, Trilogy, and Tektronix.",0.0,2,0.5,0.40540540540540543,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"NCAA men’s games dominated watch-time, impressions for the last two weeks",2.0,27,0.5,0.0,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Google ’s broadband agenda is great news for consumers, of course. Who can complain if  Google is willing to invest in building a fiber-to-the-home broadband network and is willing to charge below-cost prices? Not me!",0.0,0,0.5,0.18018018018018017,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"In the coming year, ViewCast will continue to “invent the future” by developing increasingly innovative streaming solutions that enable businesses of all sorts to more effectively communicate their ideas, to more efficiently distribute their content, and to maximize their reach as they strive to protect and increase their bottom line.",0.0,3,0.0625,0.3063063063063063,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"All told, DirecTV customers will have access to up to 300 hours and more than 100 additional French Open matches on Tennis Channel.      ",0.0,0,0.5,0.09009009009009009,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Included was retransmission consent for NBC’s 10 broadcast stations; a comprehensive TV Everywhere deal for  online rights to all of NBCU’s pay TV networks and the Olympic Games; and several regional sports networks, including Comcast SportsNet Philadelphia, Comcast Network Philadelphia, Comcast SportsNet Mid Atlantic, Comcast SportsNet New England.",1.0,0,0.5,0.2972972972972973,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Because Tulix is based on a fully integrated ecosystemwide OTT platform, adding features like two-way voice or even group voice communication is relatively easy for us. We control the entire platform from ingest to player, and most importantly, we own the video CDN, so enabling SIP protocol for voice is something we have been expecting to be asked to implement.",0.0,0,0.625,0.3963963963963964,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,"As we do more and more original programming we’re trying to tap into this well of talent either on a guest star or lead actor basis that look familiar to us, and the awards show helps us with those relationships,” Jones said. Networks are also using the awards shows as vehicles to introduce new or existing shows to viewers. MTV reality  series World ofJenks premiered to a network-record 4.8 million viewers last September, with the VMAs as its lead-in. This June, MTV will launch its much-ballyhooed  series Teen Wolf after its MTV Music Awards to maximize audience.",0.0,0,0.5,0.7477477477477478,0.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"However, we at  Hulu have a vibrant  SVOD business that we've been running and operating for many years and we're trying to weave in live seamlessly with that existing  SVOD business,” he said. “None of these vendors were quite architected to make that possible.”",0.0,0,0.5,0.27927927927927926,0.1
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"The strike will have the most immediate impact on the movie theater companies, credit-rating agency Moody’s said in a report Monday, but next on the chopping block are the  media companies making the transition to  streaming from broadcast television and pay TV channels, Moody’s said.",2.0,30,1.0,0.27927927927927926,0.4
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"FASTech.io’s Video Optimizer We took only a cursory glance at FASTech, which is a startup hosted at the Qualcomm Institute Innovation Space and at StartR, an accelerator at the Rady School of Management at the University of California–San Diego. According to a brochure on its website (fastech.io),  FASTech’s Video Optimizer “employs proprietary technology to build a model for each video based on FASTech’s large-scale quantitative analyses and subjective perceptual tests.” This is used to “find optimal compression settings and obtain high compression rates while keeping excellent perceptual quality.” The technology is currently available as a cloud service, with pricing based upon bandwidth savings or a fixed license. ",1.0,14,0.625,0.8378378378378378,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Perhaps the most nifty feature, however, is the new automatic WiFi network detection aspect, which automatically chooses the most efficient frequency band in the home.",1.0,0,0.5,0.08108108108108109,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"MCN: You mentioned your music base and your reality programming. Are you looking to expand your originals further, maybe get into scripted  content ? MS: Yes, defnitely. Scripted is tricky, but producers have been pitching scripted  content . I think it’s safe to say that it’s possible over the next two years, for sure, that we’d get into our frst scripted show. I’m kinda nervous about it to be honest with you. [Laughs.] It could go either way. But there’s no harm in trying, I think.",0.0,0,0.5,0.6486486486486487,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"Regional sports networks offer local, live programming that’s so important, distributors complain to regulators when they can’t gain access to it. It’s so crucial — and expensive — that distributors increasingly are acquiring RSNs, or even starting new ones, to maintain supply and hopefully manage the costs.",0.0,0,0.5,0.27927927927927926,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"The resulting broadcast group would be run by a woman, McDermott, working for Standard General managing partner Soo Kim, an Asian-American. In other words, Standard General told the FCC, the deal would create “the largest minority-owned and female-led broadcast station group in U.S. history.”",1.0,0,0.5,0.25225225225225223,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"That was an apparent reference to the expletive oft-used by Jesse Pinkman, the character played by Aaron Paul in Breaking Bad, the award-winning  series that owes Netfl ix partial credit for the rising popularity it enjoyed during its multiyear run.",0.0,0,0.5,0.22522522522522523,0.1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"WE ARE LIVING in an on-the-go, on-demand world. Many television critics claim we are experiencing a golden age of programming, which in part has grown from a better understanding of emerging viewing habits and needs.  Content is still where the true value lies, and there are a growing number of  streaming services — both large and small — that stand out from the crowd by offering a carefully customized selection of  content aimed at specific audiences.",1.0,0,0.5,0.5675675675675675,0.2
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"This legislation is intended to punish a few companies, but the effects would reverberate across the digital economy, affecting advertisers large and small as well as the American public,"" said Interactive Advertising Bureau CEO David Cohen. ""The unintended consequences would be devastating to one of the most powerful growth engines of the U.S. economy. The market would lose the scale and precision the internet offers, ad costs would rise, and growth opportunities for brands and publishers would disappear. Small businesses and  content creators across the country wouldn’t exist without integrated technologies helping them to attract and retain customers, providing them with products and services.""",0.0,0,0.5,0.8018018018018018,0.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,"Last, the NCTA: The Internet & Television Association told the FCC that if it does approve the deal, it needs to adopt binding conditions that make sure that the newly companioned company does not leverage that new muscle to engage in impermissible joint retrans negotiations. NCTA cited the “web of interlocking interests” involved in the deal, which includes station spinoffs to a  funder of the transaction , Apollo Global Management.",2.0,0,0.5,0.4954954954954955,0.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"""Domestically, we are concerned that the bill would establish an Internet black list of sites that the Justice Department thinks are ‘pirate' sites but against which it hasn't taken action,"" Siy said in a statement. ""Putting an innocent site on this list could seriously harm the business of legitimate Web site operators. The remedies in the bill for those guilty until they prove themselves innocent are inadequate.""",0.0,0,0.5,0.4594594594594595,0.1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"This weekend’s college football schedule begins with top ranked Alabama facing Texas on Fox and second-ranked Georgia taking on Samford on SEC Network . Third-ranked Ohio State will match up with Arkansas State on the  Big Ten Network , fourth-ranked Michigan battling Hawai’i on Big Ten Network and fifth-ranked Clemson going up against Furman on the  ACC Network .",1.0,0,0.5,0.40540540540540543,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"If you’re a Netflix subscriber, you know what  happened next. Over the years, Netflix’s movie library has declined in both quantity and quality. Hunting for a movie to watch is a challenge.  The people at Streaming Observer decided it was time for a retest. Using the current IMDB Top 250 list, they ran the same search. This time, Netflix had 35 titles, or 14% of the list. The site  also found that Netflix has 15 percent of IMDB’s Top 100 movies.",1.0,17,0.75,0.6126126126126126,0.1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"Content producers will find new ways of using these tools to improve on how people interact with their clients to achieve their creative and business objectives. Production for cinema,  television, gaming, and live streaming will be merged into one common pipeline.",1.0,18,0.6875,0.23423423423423423,0.4
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"What’s more, digital  video ’s gain is television’s loss, according to the Interactive Advertising Bureau, which attributes much of the increase to dollars shifted from TV budgets. Fueled by the growing digital  video audience and proliferating digital  video services, the trend is forecast to continue.",0.0,0,0.5,0.2882882882882883,0.3
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Scanlon said that starting a FAST now is similar to starting a cable network back in the day.,2.0,29,1.0,0.018018018018018018,0.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Related: Report Says Simington Reach Out to Fox News on Sec. 230 Petition,0.0,0,0.5,0.0,0.1
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"Depending upon your choice of technologies, you may have to create a player (Flash or Silverlight), which will likely require programming resources, and you’ll have to create the HTML links to embed the video into your webpage. None of this stuff is rocket science, but it will either take time, money, or both to acquire this knowledge and expertise. And all of these tasks will be fully assumed by any of the companies available in the second and third categories. So unless you’re a streaming guru or you play one on TV, hosting your own videos isn’t free.",0.0,0,0.125,0.7387387387387387,0.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Digital Diversity Key to   Streaming Success,2.0,25,0.5,0.0,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Also Read: Hill Ponders Tougher Antitrust Stance on Big Tech,2.0,30,0.5,0.0,0.1
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Smith knows the market well. She was named KCCI news director in 2018, the first woman in that role. After graduating from Drake University in Des Moines, Smith got her start at KCCI as a producer, then moved on to newsrooms in Columbus, Ohio, and Pittsburgh before heading back to Des Moines.",0.0,1,1.0,0.32432432432432434,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"Evans also highlighted the network’s sports  content deals with the four major HBCU conferences — the Mid-Eastern Athletic Conference, Southwestern Athletic Conference, Southern Intercollegiate Athletic Conference and Central Intercollegiate Athletic Association ——particularly in light of the many stand-alone college conference networks currently on the air.",0.0,0,0.5,0.2702702702702703,0.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"“Our identifier is for content only.It has nothing to do with personal identifiable data,” says Garthwaite.“We pipe all of that data into the advertising ecosystem through SSPs and DSPs so that it can be used for direct, private marketplace or for open auction.”",2.0,0,0.9375,0.24324324324324326,0.1
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0.5,1.0,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The Alt Games provides our clients precisely the type of on-demand  content they are looking for — compelling high-definition sports action, which features local schools,” said CBS Sports Network senior vice president of affiliate marketing Ellen Schned.",0.0,0,0.5,0.1981981981981982,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"“It’s time to move towards MPEG DASH,”wrote Ericsson’s David Price, shortly afterMWC and just before this year’s NAB show.“Asmy Ericsson colleague Giles Wilson mentionedin his recent keynote speech at the IP&TV World Forum in London, it’s important toremember the internet is an experience rathertha[n] a technology.”",0.0,0,0.3125,0.2702702702702703,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,GAC sees advertisers with a need to reach viewers around the holidays and is looking to meet those needs.,1.0,0,0.5,0.02702702702702703,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Feature  film writer Evan Parter, whose credits include The Independent, believes the studios are not taking the writers’ demands all that seriously. “I’m standing up for fair contracts for writers,” he said.",2.0,30,0.5,0.15315315315315314,0.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Online streaming service Crackle will also look to get in on the action with the debut of StartUp, starring Adam Brody.",1.0,0,0.5,0.04504504504504504,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,That basically tracks with Markey’s proposed update of his  Children's   Online Privacy Protection Act (COPPA) .,0.0,0,0.5,0.02702702702702703,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"In addition, as you’ll read in Gear of the Year, I’m able to use an Apple TV to do double-duty for both encoding tests and later editing on a larger, hotel-room flat-panel TV. It’s not perfect, but it is good enough when the trade-off is waiting to start the editing process when I’m back in the office. The space savings in my bag even opens up the possibility of carrying a carbon-fiber monopod, great for stabilizing an iPhone, a DSLR, or even myself if I’m hiking into a remote area.",1.0,15,0.4375,0.6666666666666666,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"Last week, NCTA president and CEO Michael Powell took aim at Netfl ix as having “hijacked” the network-neutrality conversation and turned it into a peering debate (see Viewpoint, page 35).",0.0,0,0.5,0.12612612612612611,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Other planned services include Black Broadcasting Network and hip-hop mogul Master P (Percy Miller)’s Better Black Television, a family-friendly network.",0.0,0,0.5,0.036036036036036036,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"For starters, if ISPs redirect users who are accused of piracy to a “catchandrelease” captive portal, devices without a Web browser interface — such as smart TVs or Internetbased telephones — will stop functioning; a user would need to use a computer or another device with a standard browser to reactivate the connection.",0.0,0,0.5,0.3333333333333333,0.1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"Thus far, HBO leads the Emmy sweepstakes with 17, one ahead of  Netflix and two more than NBC headed into the telecast.  Netflix shocked the industry by generating 104 Emmy nods, knocking HBO from the top spot it held for more than a decade.:Thus far, HBO leads the Emmy sweepstakes with 17, one ahead of  Netflix and two more than NBC headed into the telecast.  Netflix shocked the industry by generating 104 Emmy nods, knocking HBO from the top spot it held for more than a decade.",1.0,0,0.5,0.6756756756756757,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"Shakira also will play an integral role in Univision Network's on-air campaign for its coverage of the tournament. The singer recorded exclusive promotional spots that invite viewers to live the passion of the FIFA World Cup and are scheduled to run for the duration of the tournament. Shakira will appear in the opening pre-game segments for all of the 64 matches broadcast across Univision, TeleFutura and cable service Galavision, which will air encores of the games.",0.0,0,0.5,0.5405405405405406,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White cited recent big consolidation plays that were struck down by regulators over anti-competitive con-cerns: AT&T’s failed 2011 merger with T-Mobile and the proposed combination of American Airlines and US Airways. He said some of the same regulatory mentality — an aversion to reducing the number of competitors in a sector — exists in the  media business.,0.0,0,0.5,0.3783783783783784,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"LTE-U also goes by “LAA,” for “Licensed Assisted Access.” At fi rst glance, it’s a bit of a communications oxymoron: “We have a license to assist us in accessing” the unlicensed WiFi bands, as one interpretation. What’s missing: “And you don’t.”",0.0,0,0.5,0.22522522522522523,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,The second instance was last year’s conclusion in Verizon vs. FCC that the commission’s 2010 rules were insuf-ciently justifed and smacked too much of an absolute ban.,0.0,0,0.5,0.0990990990990991,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Caprica delivers on the hype engendered by its overly successful parents: Battlestar Galactica and executive producers Ronald Moore and David Eick. Where Battlestar flung viewers into the holocaust of all-out war against intelligent robot Cylons, Caprica narrates the chilling human events that led to the creatures’ creation — and mankind’s near destruction. Genius and hubris, in the form of industrialist Daniel Graystone (Eric Stoltz) and his teenage daughter, Zoe (Alessandra Torresani), a gifted computer programmer, create the initial mechanism and provide the spark. Kindling comes in the form of Joseph Adama (Esai Morales), father of Willie (Sina Najafi), whom viewers know will grow up to become commander of Galactica . Viewers who know Battlestar ’s competing religious philosophies — the Colonials’ belief in many gods versus the Cylons’ belief in one — will not be surprised to learn that dogmatic conflict predates the Cylons themselves. The thematic strain of cultural oppression — humans over Cylons — that sparked the machines’ rebellion also existed in the Colonies before their destruction, in the form of Capricans over Taurons like Adama. As did the terrorist responses the humans later visited on their Cylon captors. Strong performances from Stoltz; Torresani; Morales; Magda Apanowicz as Zoe’s friend Lacy Rand; Paula Malcolmson as Zoe’s mom Amanda (who has a dramatic public epiphany) and Polly Walker (Atia from HBO’s Rome ) as the girls’ school headmistress, Sister Clarice, propel the action of life on Caprica before the deluge.",0.0,0,0.5,1.0,0.1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"The HFPA was ridiculed for its lack of diversity in a   series of stories in the L.A. Times, which reported that the association did not have a single Black member. As a result, NBC cancelled the 2022 Golden Globe Awards telecast.",2.0,25,0.5,0.24324324324324326,0.2
