stage,year,page,article name,length of article,paragraph,2500bott,bottid,singlebott,scarcity,nonuniform progress,performance constraints,user heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content production,data center/storage,internet infra,content distribution,"browsers, apps & smart devices",advertising,end users,external partners,substitutional partners
0,2007,None,None,None,"Cable Wants Web  Video to Be Friend, Not Foe     http://www.multichannel.com/article/CA6406023.html ",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Hallmark: Love First, Genres Later     http://www.multichannel.com/article/CA6406609.html ",1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
0,2007,None,None,None,"And in fact, at launch, Chiller’s programming slate will include the TV  series Twin Peaks , Alfred Hitchcock Presents and Tales from the Crypt . Feature films in rotation will include The Shining , Hitchcock’s Psycho , Blade Runner and The Unholy .      ",1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,Stumped by gibberish? Visit Leslie Ellis at       www.translation-please.com     .,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,SLINGS AND TUBES,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"What happens to music and  video content that gets shared on so-called peer-to-peer networks of PCs or  content -sharing sites — such as the “broadcast yourself” site, YouTube — remains open, as Shapiro did not shed light on those matters at CES.    ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,Opening price: (1/03/06) $40,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Content partners include Warner Music Group; English-language Latino programmer VOY; Havoc Television, a producer of music and action-sports  content ; and Off the Fence, a Dutch company that produces  documentaries . For example, Paris Hilton -- the hotel heiress and aspiring pop artist who's signed with Warner Bros. Records -- has a channel on the beta version of Joost. ",1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Although the Time Warner networks are covered by the program-access rules, it's unclear whether VDC meets the definition in federal law of a multichannel- video -programming distributor entitled to obtain relief from the FCC.      ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,"Seat-to-seat chatting and on-screen food ordering are part of the new seat-back-entertainment amenities on startup airline Virgin America, along with on-demand pay-per-view  movies , digital-music channels and live TV.      ",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,"Meanwhile, judges and producers talked up Top Design , the interior-design competition  series debuting Jan. 31 that will put 12 designers, artists and architects through their paces. The participants have a chance to win a $100,000 grand prize from LendingTree.com and a 2007 Acadia auto from GMC — partners in the show, along with Bacardi Limon and Thomasville Furniture.    ",1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,Viamedia,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"And indeed he is creating a unique environment at Cox, mixing his engineering, business, processing and technology savvy into a next-generation platform. “As things become more complex, it’s about looking at the whole system function, not just the operational pieces, to create the end service, and how to take network operations information and make it available to customers when they need it. And, how do we add more science to the art of troubleshooting. My engineering background plays a big part in that space, and that’s what’s fun and dynamic about this job,” Ripley said.      ",1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Commisso was referring to the rebates, from $100 to $150, that Mediacom subscribers can get if they agree to switch to DirecTV.      ",1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
0,2007,None,None,None,"Businesses must engage consumers in real-time conversations that are “relevant and trustworthy,” the report added. For instance, consumers will sniff out “fake blogs,” or “flogs,” and state their distrust for the company.      ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0
0,2007,None,None,None,AMCwent Western last weekend and turned north in the ratings.,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"But local fans, including British expatriates, raised about $52,000 amongst themselves -- enough to pay the license fee for two years. So it’s staying on the air for at least that long, WETA vice president of external affairs Mary Stewart said, confirming a Washington Post report. “This was a unique situation,” she added.    ",1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,"The FCC today regulates indecent  content on radio and broadcast TV, but not on cable or satellite TV. It does not regulate violent programming.",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"As for programming, the network, in addition to emphasizing returning  series Campus Ladies , The Janice Dickinson Modeling Agency and The Bad Girls Club , noted that a pair of specials, Mo’Nique’s F.A.T. Chance and Fight Girls , will transition to  series form this summer.      ",1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"ON THE HORIZON : “One of the key things is helping to manage the evolving and highly fluid area of digital- media distribution. … Another key issue is our ability to continue to renew, extend and enter into new rights relationships with professional and collegiate conferences and teams as the market continues to grow more complex and competitive.”    ",1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
0,2007,None,None,None,"MTV2 will air previews of new videos by The Game, Timbaland featuring Nelly Furtado and Justin Timberlake, Lloyd, Rich Boy featuring The Game and Andre 3000 and Three 6 Mafia.    ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,The Federal Communications Commission last Wednesday released a batch of orders that removed local price controls on basic-cable service — including two cases that involved Cablevision Systems in communities where Verizon Communications is deploying its FiOS TV all-fiber 180-channel  video system.,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,"Other productions include Stories from the Vaults, The Hunt for the Double Eagle, American Treasures, Nature Tech, Cutting Loose and kids-targeted Critter Quest.    ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"The number of  video - on - demand capable U.S. homes grew to nearly 26.2 million — 86% of the country's homes with digital cable — in the first half of 2006, according to Kagan Research. And as VOD numbers continue to grow, kids and family programmers are looking for ways to leverage the platform.    ",1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"The company said this should help cable operators expand narrowcast services, such as  video - on - demand and switched digital  video .      ",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Although kids networks are steadily adding Spanish-language fare, some operators want more. “In our Spanish package, we have four kids channels,” said Tricia Lynch, director of FiOS TV programming at Verizon Communications. “I’d like to see more, especially in VOD. We’d definitely look at anyone who has new Spanish-language kids programming.”      ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Host of that part? Maria Bartiromo, well-known anchor and signature financial reporter for business-news channel CNBC.      ",1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"By ACA's own admission, “An essential component of cable service is the retransmission of broadcast television station signals. Retransmission brings networks such as ABC, CBS, Fox and NBC to small-town and rural viewers; it also delivers local programming (such as newscasts) created at the station.” Those words — printed on page one of a January 2006 ACA study on retransmission consent — demonstrate convincingly the value of broadcast signals.      ",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Three tours of duty,” marveled Ganeless. “I can’t believe South Park and The Daily Show are in their tenth seasons.” She said one of the most dramatic changes has been the shift from traditional television to multimedia.    ",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"ON THE HORIZON : “As we progress to tracking advertising within on-demand  content (currently in beta trial), we are looking forward to more automated processes to provide us with ad location and campaign information, as well as time stamps in the on-demand streams that will allow us to provide more granular information to our clients at the ad level. On demand dynamic ad insertion will help us get there.”    ",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,2007,None,None,None,"Other upcoming VOD and PPV titles include  film noir Black Dahlia (Feb. 8), starring Josh Hartnett, Hilary Swank and Scarlett Johansson; and the next installment of the American Pie franchise, American Pie Presents: The Naked Mile (Feb. 17).    ",1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Dish Network, like DirecTV, is now targeting Mediacom Communications customers who lost Sinclair Broadcast Group TV stations as the result of an ongoing retransmission-consent dispute       http://www.multichannel.com/article/CA6407650.html     .      ",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"KCAL 9 HD will also deliver all of its 2007 Los Angeles Dodgers Major League Baseball game broadcasts in HD beginning Friday, March 30, with the Dodgers' Freeway  Series exhibition game against the Los Angeles Angels of Anaheim.    ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
0,2007,None,None,None,"For the fifth consecutive year, TiVo will share its audience-measurement report on viewer response to Super Bowl advertising, game highlights and unscripted moments and entertainment.    ",1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
0,2007,None,None,None,"He would not speculate on how many users will come to Nicktropolis, which he said combines the best elements of the company’s Nick.com and Turbonick.com Web sites.      ",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
0,2007,None,None,None,"It's not clear to me that the commission does have the authority to order arbitration. I would say, however, though, the commission has been doing its best to try to encourage both parties to agree to binding arbitration, even by the commission's  Media Bureau,” Martin told reporters, according to FCC spokeswoman Tamara Lipper.",1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,"I think the [FCC] should be saying no to some of the largest carriers,” he said at the conference. “Comcast has a waiver in front of us where they are asking just for a further delay without any kind of a date certain on when they will be able to develop downloadable security. I think it’s time for us to move forward.”",1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,2007,None,None,None,"ErinMedia would use its $25 million infusion to make improvements to its infrastructure that will enable it to make use of a new patent, which according to Maggio, uses inverse math to determine the demographic profile of a set-top.    ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"The two companies are pairing up to offer rural telephone companies what they claim is a soup-to-nuts package of IPTV  content , equipment and services. The idea is to ease what has been the biggest pain for telcos trying to bake a TV service from scratch: getting everything to work together without a hitch.      ",1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
0,2007,None,None,None,"EchoStar said it wouldn’t disclose terms of the deal, adding that it dropped a pending program-access complaint against HBO at the Federal Communications Commission.    ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,The directors of Broken Trail on AMC and High School Musical on  Disney Channel went home Saturday night with Directors Guild of America awards.,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Insight went private in a $710 million deal in 2005, but because it still has public debt, it is required to file financial statements with the SEC. Insight has not yet set a date for the release of actual fourth-quarter 2006 and year-end results.  ",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,The network will be available in some 60% of Hispanic households right off the bat -- an unusually high ratio for a Spanish-language startup.,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Hoping to bottle the creative juices of millions of Internet users, Comcast inked a pact with social-networking site Facebook       http://www.facebook.com     to let its members share videos through the cabler’s Ziddio       http://www.ziddio.com user-generated     video site.      ",1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1
0,2007,None,None,None,"Come fall, ABC Kids will add  Disney Channel’s new  series , Cory in the House -- the record-ratings-breaking spinoff from That’s So Raven -- to the broadcaster’s Saturday-morning lineup.    ",1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"The company is rumored to be up for sale, with potential bidders said to include  Cisco Systems, Motorola and Harmonic (see “Tip Sheet,” page 40).    ",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
0,2007,None,None,None,"Lombardo, who also serves on the executive committee of the 8,300-member  National Association of Broadcasters , was referring to the digital-television transition — a federally imposed flip of the switch on Feb. 17, 2009. That’s almost exactly two years from today.      ",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,"BET will supply Beef, DMX: Soul of a Man, Comic View and American Gangster. Viacom said Paramount Pictures, Paramount Vantage and Paramount Classics will supply full-length feature films to Joost.    ",1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"The special, which will feature approximately 20 user-generated videos, came about after network executives late last year saw two videos on YouTube     http://www.youtube.com  that spoofed American Chopper. The network decided to invite viewers to take their best shots at  Discovery shows. Over the past 10 weeks, more than 600 entries were submitted, according to Root.    ",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Narad Networks       http://www.naradnetworks.com     raised more than $10 million in funding from existing investors       http://www.multichannel.com/article/CA374203.html Polaris     Venture Partners, Argo Global Capital, Sofinnova Ventures and The Vertical Group.      ",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,"Nielsen has previously refused to sell rating data to ReacTV, Maggio said.      ",1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,"The strategy for us, in terms of HD, is to launch the right network at the right time. Given its presence, position and programming, TNT made sense at first. CNN, given its competition with broadcast news, will be next. When you have a family you want everyone to be able to play in this space, but ultimately it’s a capacity issue,” said Breland.      ",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"In fact, 18 reality shows — which purposely avoid professional acting and scripted action — finished in the top 50 shows in January among those sought-after viewers in their prime spending years. And the networks that put the most faith in reality shows are getting amply rewarded.    ",1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Based in the Greater Boston area, Cymfony combines traditional and social  media research and analysis, helping organizations to extract insights into consumer behaviors and emerging market trends by monitoring, measuring and analyzing consumer-generated and traditional  media .    ",1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
0,2007,None,None,None,"Cox and WWL reached a retransmission extension Jan. 31, which kept the CBS affiliate — and Super Bowl XLI — on the air for the cable system’s subscribers. Neither Cox nor WWL’s Brown are commenting on details of their talks, but one of the hangups is reportedly the financial terms for WWL’s HD channel, which Cox isn’t currently carrying.      ",1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
0,2007,None,None,None,"VH1 hit ratings pay dirt last year with Flavor of Love , featuring old-school rapper Flavor Flav and his attempts to find a love interest. The finale of the show’s first and second seasons set network ratings records, drawing 5.9 million and 7.5 million respectively. Overall, VH1 posted a 20% household ratings increase in 2006 with a 0.6 rating, up from a 0.5 in 2005.    ",1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Futa’s countersuit claimed that he was owed at least $850,000 because MPEG LA breached its agreement with him. O’Reilly was seeking five years of salary, based on a severance agreement with MPEG LA, plus other monetary damages.    ",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,"World Championship Sports Network       http://www.wcsn.com’s     Olympic Games and lifestyle-sports  content will be available to Web sites and blogs via TheNewsRoom       http://www.thenewsroom.com/index.faces     following an agreement between the broadband network and Voxant, the Viral Syndication Network       http://www.voxant.com     .      ",1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
0,2007,None,None,None,"New York -- A futuristic battle over hip-hop’s existence, a sobering look at the black slave trade and a humorous takeoff on the 1970s Schoolhouse Rock shorts are all planned for BET in 2008 as it eyes serious steps into animation.    ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Hearst will launch with 1,000 pieces of  video content in the next 90 days, on sites including TeenMag.com, Esquire.com, Seventeen.com and CosmoGirl.com.   ",1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
0,2007,None,None,None,"The battle lasted several weeks, with the two finally reaching an agreement Aug. 7. While terms were not disclosed, both parties have said the deal satisfied their needs.    ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"In its suit, MPEG LA alleged that Futa and O’Reilly spent the company’s money on things “that were plainly not in the best interests of MPEG LA” and that O’Reilly received an excessive salary — $2.4 million in 2005 — as well as lavish perks that included a Porsche.    ",1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,EarthLink Bundles Up with TiVo; Internet-Service Provider to Sell Branded Digital- Video  Recorders,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
0,2007,None,None,None,The 24-hour business- and financial-news channel       http://about.bloomberg.com/about/  media /tv.html     reaches more than 200 million homes worldwide via 11 channels in seven languages.,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
0,2007,None,None,None,"Key to using  online and wireless channels in combination with television is to “enhance the experience, not be the experience,” Norman said. That means giving viewers “unfiltered” access to events, stars -- and each other.      ",1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Conrad will also develop a real-world fashion line that will be available in high-end boutiques, retail stores and  online later this fall.      ",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
0,2007,None,None,None,"Episode two of The Riches, which airs on FX March 19, will also be available  online before it airs on FX for an exclusive three-day window on Yahoo from March 13-15. Beginning March 16, episode two of The Riches will then be available on MSN and TV.com.      ",1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
0,2007,None,None,None,"The network said the two episodes it aired averaged nearly 1.4 million viewers, including 443,000 adults 25-54.      ",1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,Hallmark Channel reached a carriage-deal renewal with EchoStar Communications that will boost distribution for the network and its all-movie spinoff.,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Patterson said BitTorrent uses automated filtering tools, developed in conjunction with the Motion Picture Association of America, to find illegally copied material and remove it from the company’s site. “We put together a business plan and extended an olive branch to the industry,” Patterson said.   ",1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,DirecTV purchased a minority interest in the Baseball Channel — which is expected to offer vintage and live games — and will put that network on a tier that reaches nearly all of its 15 million subscribers. Cable has already countered by saying it would guarantee that the baseball network would be in front of at least 15 million subscribers via premium digital tiers.,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,The company -- which sold $10.6 billion worth of Internet advertising last year -- is betting that its automated and targeted ad-buying system will work for cable just as well as it does on the Web.  Google ’s Internet-ad system sells ad inventory based on keywords in an auction format.,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,2007,None,None,None,"This week millions of college basketball fans and casual office pool betters will tune in to see every slam dunk, three-point play and bracket-busting upset that makes up the annual NCAA Men’s Basketball Tournament.      ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Over the years, Karsch, who started his Turner career in sports marketing at sister service TNT, also headed Turner South, an 8 million-subscriber regional entertainment and sports service Turner sold to Fox Cable Networks Group last May for $375 million.      ",1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Rockefeller considered offering his expansive TV regulation bill last summer as an amendment to major telecommunications legislation, but, in the end, he declined to do so.      ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,"The auction has to start no later than Jan. 28, 2008, and proceeds from the sale need to be deposited with the U.S. Treasury no later than June 30, 2008. Auction winners can’t launch service until analog TV service is shut down on Feb. 17, 2009. The 700 MHz band corresponds with analog TV channels 52 to 69.      ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2007,None,None,None,"The difference between five years ago and now is in the way affiliates can maximize their involvement,” Snyder said. To that end, the network created customized cross-channel spots, banner ads and spots to drive HD subscriptions.      ",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,2007,None,None,None,He added that Charter's stance has been not to pay cash for retransmission consent because it believes broadcast licenses were granted “so the consumer could receive the signals for free. That value proposition should continue.”,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Among other attributes, the former college-basketball player accepts prescriptions from local health-care providers, enabling overweight kids to work out at her gym -- the Body by Brandy       http://www.bodybybrandy.com/home.php     Fitness Center -- free-of-charge, Exercise TV said.       http://www.bodybybrandy.com/home.php    ",1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2007,None,None,None,"Leading up to the event, the network’s TurboNick       http://www.nick.com/turbonick     broadband channel will feature a Kids' Choice Awards playlist, along with clips from past shows and promotions for this year’s ceremony.      ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2007,None,None,None,But McSlarrow said the NCTA hasn’t decided on legislative goals that enjoy broad member support.,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
