scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,technical,demand,paragraph,label,word_count,char_count,number_of_types
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"New York — With Martha Stewart programming set to anchor daytime, and the movie network spinoff about to become Nielsen-rated, Hallmark Channels is looking to open more doors with advertisers.Hallmark Channel, while retaining its commitment to original telepics, is evolving into a lifestyle network centered around holidays and the seasons, according to officials at the network’s upfront press presentation here March 23. Meanwhile, sister service Hallmark Movie Channel is poised to off er a pair of original  movies of its own, become Nielsen-rated in the second quarter and build its current base of 33 million subscribers to 40 million in the fourth quarter.Executive vice president of advertising sales Edward Georger called the developments in daytime and with the movie network “game-changing situations. Things look so much different than in years past.”Starting March 29, Hallmark Channel will launch a seven-hour weekday block (11 a.m.",0.0,118,720,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"HESP’s low-latency capabilities stem from the same principle. By allowing startup of a stream on any frame, and by being able to execute this very fast, client buffers required to ensure stability can be reduced, effectively reducing latency as well. In current tests, production deployments of HESP can perform stream startup within a few hundred milliseconds, allowing for stable playback at latencies as low as 700ms–900ms.",0.0,66,426,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Dave Zatz, editor of the gadget blog, also suggested that the new 4K Mini will have “Bolt-class processing power — meaning it'll be a much more snappy and usable app platform than the legacy TiVo hardware provides…”",0.0,37,215,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"The documentary offers viewers exceptional access to the city’s mayor, Cory Booker, as well as to the inner workings of Newark’s police department under the leadership of police director Garry McCarthy during a period in 2008. The result is a gritty, often uplifting and sometimes gut-wrenching portrayal of the city.",0.0,50,317,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"“We’re an art and design university, and one of a few in the region, so quality is crucial, as is giving students exposure to modern tools of the trade. By nature, art and design are experimental, so for our students and staff to be able to export their work freely—whether animated content, moving picture designs, documentary films, cinema projects, or some other media—we’d knew that we’d need an open network,” shared FHNW Academy of Art and Design Head of Media and Broadcast Infrastructure Suresh Surenthiran. “Early on, I requested the network be hosted on a separate firewall from other university operations, especially for media distribution, a decision that has allowed us to exponentially grow the quality of video our network can support. We can easily move uncompressed 8K and HDR across the network, and with the help of BRIDGE LIVE, we now have a robust network supporting broadcast quality content in 4K and multi-channel HD, which is crucial as projectors and displays continue to grow in size.”",0.0,118,720,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"With control, I didn't miss a trick. And I could time the experience to any part of the day. Here, I watched most of the  film while the rest of the household was sleeping.      ",0.0,38,178,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The Walt  Disney Co., as had been rumored, announced it will take an equity stake in  Hulu , the Internet TV venture formed by NBC Universal and News Corp., and also will supply a wealth of full-length episodes from ABC and  Disney properties to the site.",0.0,49,255,0.0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,"Redmond, Wash. —  Microsoft has renamed its Internet Protocol TV software platform — to Mediaroom — and with the new version, the software will allow service providers to create their own interactive TV applications.      ",0.0,38,222,0.5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"Since adopting FreeWheel’s Audience Manager, we’ve been able to target our inventory with improved ingestion and activation speed,” Seth Wernick, senior VP, revenue operations at  Crackle , said. “FreeWheel has made a significant impact on our audience-based campaigns as we look to reach consumers across today’s fragmented TV ad ecosystem.”",0.0,51,342,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The first question I wanted to answer was how much of a quality difference exists between a file encoded using the Baseline Profile and a file produced using the Main Profile with all quality-related options enabled. Then, the question became, “How much slower did the file play back on midto low-end computers?”  To test this, I encoded two files to two different sets of encoding parameters. The first was my standard DV codec test file, which I produced at 640x480 resolution, 29.97 frames per second, at 468Kbps video/32Kbps audio. The second was an HDV source file that I first produced at 720p at a data rate of 4,000Kbps then produced again at video/128Kbps audio, 1,500Kbps video/128Kbps audio. In both cases, I produced the file twice, once using the Baseline Profile and next using the Main Profile with all quality-related options enabled.",1.0,118,720,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"The suggestion that internet regulation could cost customers service is a reference to what they say was California's ""bungled"" attempt to reregulate internet access after the Republican-led FCC--under chairman Ajit Pai--reclassified that access as a Title I information service not subject to common carrier regs and eliminated the rules against blocking, throttling and paid prioritization imposed by his Democratic predecessor.",0.0,60,430,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Unified ID 2.0 is designed to replace third-party cookies as a means of maintaining targeted advertising across the open internet. Adding a platform rooted in connected TV, a medium that has never supported third-party cookies in the first place, expands the new “identity” technology’s ability to manage and measure advanced adverting campaigns across devices.",0.0,54,361,0.1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"The word is that  Apple ,  Amazon and  The Walt   Disney Co. , possessors of three of the deepest pockets in the  media business, are the sole remaining bidders for the National Football League’s out-of-market programming package,  NFL Sunday Ticket . While a lot of the talk around the deal is the price tag — at $2.5 billion to $3 billion annually, it is about  twice what current rightsholder DirecTV paid for the package in 2014 — what could be most valuable to the  streaming bidders is the impact Sunday Ticket could have on subscriber growth.",0.0,105,549,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Role of Social Media Social media has become a part of our daily lives. We use it not only for personal entertainment, but also for business, by networking. For your own platform, it can be used as a tool to reach out to new potential customers. Although many people start their business solely on social media platforms, it is essential to direct all products onto your own platform to guarantee success. (See Figure 2)",0.0,74,420,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Discovery Networks U.S. named a new programming guide.,0.0,18,110,0.2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"LaJoie joked that the cable's concern over finding the killer application is like a ""fish looking for water.""""TV is the killer app,"" LaJoie continued. ""What else will people sit and stare at for four hours straight? The trick is to figure out these nuances out.""LaJoie added that for those that prefer to view their programming over the Internet, half of them are doing it over a cable high-speed connection, so the industry wouldn't lose the revenue stream entirely.",1.0,78,467,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"As the Horowitz Associates State of Cable and Digital  Media Multicultural 2016 report confirmed, 64% of African-American viewers, 57% of Hispanic viewers and 50% of Asian-American viewers said  content that keeps diverse audiences connected to their respective cultures drives their overall viewing decisions.",0.0,45,310,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Some reports have said that Sinclair has  failed to secure approvals  from some distributors for its DTC offering, but the company appears to be going full steam ahead with its  streaming streaming plans. In the meantime, Sinclair is scheduled to report its Q2 results on Aug. 4, and may have some updates on its DTC status, as well as that of its Dish negotiations. Maybe then investors will decide whether it's worth sticking around for the rest of the regular season.",0.0,84,470,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"In January, BET’s new  series The Game set a cable record for a scripted comedy  series premiere, with 7.7 million viewers. But the  series about players on a fictional football team fell short of the goal line when compared to the network record 10.7 million viewers who tuned in for the 2009 BET Awards.",0.0,57,305,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"You have a  subscription business with a high free-cash-flow yield,” Harrigan said. “The only way thatisn’t attractive is if something really disruptive is about to hit the business.”",0.0,29,183,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"More broadly, Fox News Channel and FBN have embarked on an initiative to expand the  video content on both sites       http://www.multichannel.com/article/CA6482878.html     and add features like allowing users to embed videos into their own blogs.      ",0.0,43,254,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"I think the [FCC] should be saying no to some of the largest carriers,” he said at the conference. “Comcast has a waiver in front of us where they are asking just for a further delay without any kind of a date certain on when they will be able to develop downloadable security. I think it’s time for us to move forward.”",0.0,62,320,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"It’s certainly far short of the big strategic partnership people so many people have been waiting for,” Moffett said in the email. “ Strip away the marketing-speak, and the press release is really just an announcement that Dish has chosen AWS as a vendor. What’s missing is any serious reciprocal commitment from AWS. If anything, it reads as less of a strategic partnership than the one that Verizon already has with AWS.”",0.0,72,423,0.1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"The effort is the latest educational and community based initiative by Dr. Libby Haight O’Connell, the chief historian and senior vice president of corporate outreach for Art & Entertainment Television Networks. Since joining the company in 2005, she has developed such initiatives as Take a Veteran to School Day for History, A&E’s Intervention town hall meetings and The Biography Channel’s Lives Changing Lives initiative.",0.0,64,425,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The new trick here is going cross-platform” and extending access to the set-top box, Jim Ra, vice president of application development at In Demand, said. Comcast has fi g-ured out a way to share EST entitlements for Web-based transactions with other systems, he said, including the set-top box and mobile playback apps.",0.0,52,320,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"An ongoing retransmission-consent dispute between Time Warner, which serves more than 14 million subscribers nationally, and LIN TV, that owns 29 stations throughout the country, has drawn national attention to the worst-kept secret in the television industry — the retransmission-consent regime is broken. On behalf of my members and their nearly 7 million subscribers, ACA has repeatedly urged the FCC to take steps to address this problem. Predictably,  content providers have countered with accusations and a steadfast defense of their market abuse and abusive tactics. Finally, that defense has been revealed as a thinly veiled excuse to exploit market power and increase revenue at the expense of millions of cable subscribers.",0.0,112,720,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"“Today’s viewers expect live captioning,  no matter what platform they’re consuming,”  he says. “When you’re using EEG, captioning  isn’t complicated.”",0.0,23,151,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Television even enables social interaction, she said, adding that consumers still desire mass-market  content , and want to be able to participate in the next-day water cooler discussions. That might contribute to a trend Bell sees, with a percentage of digital- video recorder users going back to watching live television.      ",0.0,54,329,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Last week was a big one in the emerging realm of virtual reality, as over-the-top  video juggernaut YouTube introduced long-awaited VR-facing features aimed at bringing the new format to the masses.",0.0,32,198,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"He adds, “Regarding QuickTime track swapping for MP4 or MOV movies, if I have a good (perhaps screener) version with OK video but a non-English audio track and also a cam version with an OK English audio track, I can use the Add/Delete track facility of QuickTime Pro to combine the desired tracks of each into a good video/English audio movie without recompressing.”",1.0,63,367,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"The 2024  People’s Choice Awards will air live on NBC,  Peacock and E! on Sunday, February 18 from the Barker Hangar in Santa Monica, California. The telecast runs 8-10 p.m. ET. It is the first time for the People’s Choice Awards on Peacock.",0.0,45,241,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"That said, 40% of respondents still believe in the advertising-supported model, with about the same proportion agreeing it will still be most successful in 5 years. Looking at what drives the business of OTT, nearly half of industry executives (49%) think it will attract interest in programming lineups, bringing in new subscribers, while 38% think OTT will increase profitability. A third of respondents say OTT will help retain existing subscribers, and a third say it will enhance a business’s competitive profile.",0.0,81,518,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Bio Channel will explore the paranormal stories of well-known celebrities as part of its new  series Celebrity Ghost Stories premiering Oct. 3. The nine-hour episode  series produced by Jarrett Creative will feature the stories of real life encounters with the paranormal from such celebrities as Joan Rivers, Scott Baio, Carrie Fisher, Tom Arnold, Nia Long, Dee Snider, Gina Gershon, Justine Bateman, Jay Thomas, Traci Lords and Ernie Hudson.In the  series ' premiere episode, late actor David Carradine -- in one of his last interviews prior to his death this past June, gives his views of life after death and talks about being visited by the jealous spirit of his wife's ex-husband, according to Bio officials.",0.0,118,714,0.2
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"Media and entertainment companies are under siege from all sides—new  content sources, new channels, new competitors, new technologies (i.e.,  streaming media ) and new hybrid business models. The pay TV industry is projected to lose more than 5.1 million subscribers in 2020, the largest loss in history. At the same time, 5G is expected to make a swift entry on all platforms, with more than 10 million 5G subscriptions projected by the end of 2020. For incumbent providers, enhanced mobile capabilities will eliminate the need for fixed-line broadband data, as well as create new business opportunities around the internet of things (IoT) and other rich data services.",0.0,109,671,0.4
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"In recent years, there have been growing worries that programmers might jump ship and make more  content available  online . A deal for TV Everywhere could remove a threat to the détente that has been important for the multichannel- video industry. “Either the business falls apart or they can come together with some notion of TV Everywhere,” Horowitz said. “It's a big deal.”",0.0,65,377,0.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"U.S. Distributors receiving the ad-supported music channels include Comcast Xfinity, DistroTV, Freebie TV, Freecast, MX Player, Peacock, Redbox,  Samsung TV Plus, STIRR, and Vizio Watch Free (US). These distribution agreements grow Stingray’s potential reach by over 200 million viewers, said the company.",0.0,43,305,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"One of the keys to handling the growing capacity from  video and whatever else comes down the pike, and pipe, is transitioning from bandwidth-hogging analog to digital, Green said.",0.0,30,180,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TCM will celebrate the career of legendary  film director William Friedkin with a two-night airing of the director’s most popular and successful films.,0.0,24,151,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"When we expanded our original unscripted programming block to Friday and Saturday nights last fall, viewers showed up in a big way,’” OWN president Tina Perry said. “In response to that success, we are giving our audience more of the shows they love along with the new  series Young & Gospel, which will be a perfect addition to our growing roster.”",0.0,62,349,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Niveus'  Media Extender Edge, to be available in early November, provides up to 1080p HD  video , digital audio and the same 3-D user interface in the Niveus  Media Center. Pricing was not announced.      ",0.0,40,205,0.2
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"Two final thoughts for choosing a rich media system: First, the system should quickly and easily convert the live presentation into an on-demand presentation. Second, if employees frequently hold training or other presentations, the system should offer a media management solution that helps organize and present the content in a searchable format, with user tracking and reporting, and certification and testing. ",2.0,62,414,0.3
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"LOUISVILLE, COLO. —CableLabs published its first specification for “TV Everywhere” services, developed with Comcast and Time Warner Cable, which are designed to provide common authentication and authorization methods for  online video services aimed at multichannel service subscribers.",0.0,38,286,0.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"And now, Strigl is ready to relegate the triple play to the dust bin. Before the year is out, cable operators can expect to see the competitive game shift to a “quad play” of TV, phone, Internet and wireless communications bundles.   ",0.0,44,234,0.1
