scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,paragraph,label,bottid,word_count,number_of_types
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"The challenge with daytime — the hours between 9 a.m. and 4 p.m. — is that it has become very hard for stations to make money in those time slots. That’s why court shows are so appealing in those hours: An entire year of programming can be produced within a few weeks and the shows can be sold on a station-friendly, barter-only basis. But the dwindling daytime audience is making it difficult for stations to keep low-cost court shows on the air, which is why even lower-cost repeats are becoming prevalent.",1.0,17,91,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Simplicity is key, per the theory of TDG director of research Michael Greeson: “With smart TVs, viewers are not required to manually switch inputs from the TV to another device or pick up a different remote in order to access their favorite  streaming apps and programs.”",0.0,0,47,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Lionsgate’s motion picture business ended the quarter up 77% year-over-year to $396 million, with segment profit up 22% to $68 million. Lionsgate chief financial officer Jimmy Barge credited John Wick 4, as well as an increase in wide and multi-platform releases for the swell.",1.0,17,44,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Professionals are now looking elsewhere for solutions, especially on the Windows platform, since Apple offers no viable alternatives. Workstations from Dell, HP Z, and BOXX, along with Hackintoshes, are filling the void. Even the Microsoft Surface Studio seems interesting and innovative with its advanced dial and touch interface. As someone who has benefited from Apple’s past products, I find it discouraging to see this, and I’d like for Apple to refocus on bringing innovation to the forefront and not be obsessed with the bottom line.",1.0,0,85,0.1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Multiplatform Delivery Far and away, in survey after survey, the primary reason to use an online video service is the need to deliver to multiple devices, each with its own specific quirks and media formatting needs.To do so in an enterprise setting, which may be limited to only a dozen different approved devices, is challenging enough.But to deliver a quality video experience to the masses, complete with security and content protection schemes intact, almost begs for cloud-based delivery.",1.0,0,78,0.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Encoding Issues There are a couple of caveats. First, ProCoder has issues with multi-pass H.264 encoding when encoding within the ProCoder program. Specifically, if you set up a batch routine that includes multi-pass H.264 encoding, ProCoder will encode only the QuickTime files and none of the others in the queue. You can work around this issue by encoding in Job Queue Manager or via a watch folder, but not within ProCoder itself. In addition, the Job Queue Manager frequently displayed an unspecified error when encoding multi-pass H.264 files, so I used single-pass encoding for all performance tests and encoded files for quality-related tests one at a time.  ",0.0,0,109,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Charter Communications gained about 190,000 broadband customers in Q4, short of analysts’ consensus estimates of about 210,000 additions, but wireless well exceeded expectations, adding 380,000 customers for its best fourth quarter yet.",0.0,0,32,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"It's notable that Apple, which charges $179.99 for its Apple TV 4K device, just announced integration of HomeKit as part of its tvOS 14 upgrade.",1.0,15,25,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"“Not yet my friend; not yet,” counsels Boxee’s Ronen.“It’s way too early to think about 3D, in my view,” echoes Louderback.“ We have tons of other things that need to be solved first.”",1.0,0,33,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Univision Goes to the Cloud Anvato also provided an irresistible value proposition to Univision, the Spanish language broadcast network, which replaced their onprem encoding gear for an Anvato system. I spoke with Mai-Wah Cheung, Univision’s senior vice president, digital operations & services. ",0.0,0,43,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,The deal comes as Paramount plans to shut down Showtime Sports and its live MMA and boxing events at the end of 2023. Showtime will distribute its last scheduled pay-per-view boxing event on Saturday (November 25) featuring the  David Benavidez-Demetrius Andrade middleweight championship fight .,1.0,0,46,0.2
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,"7.GAME PLAN media providers better understand their live streaming delivery  process by giving them the most focused monitoring tools to  do so.Our solution not only captures a live view of the entire  Make sure you have a well-thought-out and rehearsed  infrastructure of the delivery process, it also visually highlights  match day plan.The team needs to know what they each are  the root cause of the issue and includes detailed data to help  doing and for what they each are responsible.For example,  operators fix issues at hand in a matter of minutes.Because  a clear plan of who will be responsible for each workflow  we are the monitoring solution for global live sports events  element and who will make any failover or critical decision  including the Super Bowl, FIFA World Cup, and the Olympic  should be clearly defined and communicated before the  Games, our expertise in this field has grown year-on-year.Our  event.Each failover or alternate plan needs to then be  approach is focused on content availability and performance  well-documented and rehearsed.",1.0,0,127,0.4
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,"RealNetworks Helix Security Originally touted as a solution to address a variety of file DivX has done a great job of licensing their core DRMand codec technology to numerous different devices,portable media players, and DVD manufacturers to furthersupport the playback of encrypted DivX content beyondthe PC.However, they have not done a very good job oflicensing the technology out to third parties, and to datethere are no major media outlet licensees of the platform.For more information on DivX Open Video System, see http://www.divx.com/company/partner/ovs.php.",1.0,0,82,0.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Akamai chief technology officer Charlie Gero has argued in favor of what he calls zero-trust security architecture. “Companies must evolve to a ‘never trust, always verify’ zero-trust model to secure against the wide variety of threats that exist and are constantly evolving,” Akamai stated.",1.0,14,44,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"One piece of the puzzle that’s largely lacking now is the use of ergonomic editors to segment the aligned transcript so that captions appear fluently along with the audio, rather than appearing in fragments or with distracting garden path sentences.Usually, caption editors make it easy to correct the text but not so easy to correct the timing or to move parts of a phrase from one caption block to another.A notable exception is Amara, which offers an impressive web-based caption editor.",0.0,0,81,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"Viewers that use  OTT devices (a category that includes  streaming players and sticks, smart TVs and gaming consoles) are among the most highly engaged; in fact, they complete 98% of all  video ads, while more than one-third of them spend an hour or more per network when they stream, the study found.",1.0,0,55,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Many of these devices are now being used to consume internal-facing video communications, requiring—at a minimum—the need for sandboxing of corporate content on an employee device. In addition, there are three primary streaming security factors to consider when using the cloud for streaming content: user authentication, asset security, and streaming security.",1.0,0,51,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"THE SITUATION Launched in January 2015, fuboTV is already the largest online provider of live, streaming, and curated soccer content from networks all over the world.  The company’s over-the-top (OTT) streaming service gives soccer fans access to live global games and tournaments via linear cable networks, 24-hour club channels, TV series and news in one platform. Currently, fuboTV carries more than half the major international soccer leagues in the world, including La Liga, Serie A, Ligue Un, Primeira Liga, Copa America, and English League Cup. Additionally, it holds club partnerships with AJAX Amsterdam, Borussia Dortmund, and Everton. As of late 2015, fuboTV was delivering 30-40 games per week to subscribers in Canada and the U.S., the latter of which has more than 60 million soccer fans.",1.0,0,127,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The IETF document adds that, in the future, for more accurate screen-capture delivery, “[i]t may be advisable to use video codecs optimized for screen content for the representation of this type of content.”",0.0,0,33,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Very Slow Preset In the blog post, Netflix discussed op- timizing encoding settings using “larger motion search range” and “more exhaustive mode evaluation,” which “allows an encoder to evaluate more encoding options at the expense of compute time.” It also described the ability to include more B-frames.To accomplish all this, I switched from the default medium preset to the very slow preset, which jumps from three B-frames to eight, from three reference frames to 16, and incorporates more sophisticated searching for redundancies.",0.0,0,82,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"The 37-year-old VH1,  which initially launched as a music   video service but is now home to unscripted reality programming — including the Emmy-winning competition show RuPaul's Drag Race — will be folded into the BET  Media Group,  led by Scott Mills , which also includes networks BET,  BET Plus , BET Studios, BET Her and BET Digital, according to the memo.",0.0,0,67,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"While Veale wasn't a techie, her time at GI proved to be invaluable. She was working in corporate development while the company was heavily involved in creating the first digital set-top box.",0.0,1,32,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"The company also has been syndicating telecasts of top-level events to ESPN, the worldwide leader's broadband service ESPN3 and Fox Sports, as well as disseminating live, tape-delay and  video - on - demand coverage to Comcast, Time Warner Cable and Charter Communications.",0.0,8,43,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"When networks and advertisers really get behind it and tap into the huge fan base for women’s sports, there’s really no ceiling to how high women’s sports can go,” Foudy said. “We’re just scratching the surface in terms of women’s sports on so many different levels. We’ve been waiting for a long time for this, and there’s such pride in seeing that what we felt for a very long time is now being felt by others.” ▪️",0.0,0,77,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Not all analysts were entirely convinced that Viacom can turn around the ad situation quickly. In a research report Thursday, Morgan Stanley  media analyst Ben Swinburne noted that consensus estimates for the fiscal second quarter are for 4% to 5% ad sales growth, which he __nds hard to reach given continued ratings declines at Nick and MTV. He estimated the two networks’ ratings ratings were down 22% and 19%, respectively, in live key demos.",1.0,20,75,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,HBO Max will premiere Godzilla vs Kong movie on March 31 at the same time the  film debuts in theaters.,1.0,17,21,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"The benefit of forensic is it's invisible and traceable, it survives re–encoding several times, and the better [vendor] services that are more established have some unique IP around tracing it back to the source,” Pradel said. “But the problem is, it's just not a deterrent, and if you look at the major leaks of the last three, four years, they didn't result from people who intentionally...tried to distribute them to torrent sites. They were legitimate copies that got into the wrong hands.",0.0,2,82,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Wednesday’s Clippers Kids Cast Powered by Bally Sports will feature graphics and animations from Second Spectrum that use artificial intelligence and machine learning to deliver fun facts about players and help young viewers relate to the Xs and Os of basketball.,1.0,0,41,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"You see the things like Sling, like the Dish packaging, Verizon's packaging; is that a step in the right direction? Possibly,” Albert said. “The question is, what flexibility do those companies have to continue selling and marketing that  content in that way? I don't know the answer to that, but I think we'll find out sooner or later.”",2.0,26,59,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"Wicket Labs Subscription Video Data Analysis Wicket Labs provides tools focused on reducing churn and improving the lifetime value of video customers. The company describes itself as a subscription video insights platform where customers can connect analytics from digital properties, online video platforms, QoS tools, subscriber management, and other marketing and internal databases or data lakes (pools of raw, undefined data).  ",1.0,0,63,0.3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Even in the enterprise, that bastion of desktop computing, there’s a trend toward mobility that rivals another enterprise-computing shift that occurred when enterprises upgraded from low-end business machines to more powerful desktops and laptops. ",0.0,0,35,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Many of these newer products can be traced to a more fundamental change in the way operators think about their customers.,0.0,10,21,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The main struggle is just the ocean of noise that is online content now. More content is uploaded to YouTube every day than any one of us could watch in a lifetime. The biggest struggle for us is how do you cut through that noise and stand out among everything else? We’re really trying everything that we can think of under the sun to cut through and get people to take notice of our project, because we strongly feel that if people do give us the time of day and sit down and watch it, they will like what they see. ",1.0,0,102,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Her historic nomination and decades of relevant experience, though, were not enough to overcome a perfect storm of leverageable issues and opportunities for legislators and industry players who were just as happy not to have a progressive Democrat seated who would give the FCC the majority to potentially restore network neutrality rules, expand the Universal Service Fund fee base or re-regulate radio and TV stations in an effort to stem consolidation.",0.0,11,71,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"NTV: After a somewhat slow start, Android TV seems to be picking up a lot of momentum and adoption with  video service providers. Have you also seen an increase in interest in Android TV from your partners and clients?",1.0,15,40,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Overall, it takes the confluence of factors to actually see the benefit of shooting in progressive mode as opposed to interlaced. That is, you need high-motion video with sharp detail shot at a very high shutter speed, along with video delivered at a resolution large enough and data rate high enough to show off and preserve the quality differences.",0.0,0,59,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Epiphan’s field-proven product line includes live video production and video streaming systems, external USB-based video capture cards for capturing video and graphics from DVI, HDMI™, SDI and VGA sources and internal video capture cards.Our products are designed in North America and backed by rock-solid technical support.",0.0,0,46,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Stay on Top of New Technology … and Be Flexible The never-ending evolution of new tablets and smartphones means one thing for developers: Keep up or else. You must know what new platforms your clients will have to support in 6 months’ time. And you must help your clients be ready for these new platforms, or some other developer eventually will.",0.0,0,61,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The movie, a reboot of the 1989  film following the exploits of a US Marshall who inherits an unruly dog, stars Josh Peck (Drake and Josh). Also starring in the  series are Carra Patterson, Brandon Jay McLaren, Anthony Ruivivar, Lyndsy Fonseca and Reginald VelJohnson, who reprises his role from the  film as Mayor David Sutton.",1.0,17,58,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"MC: I think broadcasters are at a point in the  video ecosystem where they really get to define their future. With all the changes happening in the  video ecosystem more broadly, they need to really take advantage of next-generation technologies and really cement their place in the ecosystem. I'm encouraging broadcasters how to use 3.0 to get there.",0.0,0,60,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Distribution in the vehicle could be point to point or redistributed using in-car Wi-Fi hotspots. Dimkovic’s company, Cinemo, supports both. “The advantage of using Wi-Fi would be a big savings on bandwidth, but the decision is up to the OEMs,” he says.",0.0,0,42,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The Bee Gees: How Can You Mend a Broken Heart is a Polygram Entertainment presentation of a Kennedy/Marshall and White Horse Pictures production in association with Diamond Docs.,1.0,17,28,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"“They love their favorite stars,” says Evan of the viewers. “The musicians on YouTube are one of the biggest things that fans connect to. There’s this whole growing segment of the population where it’s like their primary entertainment medium, just to go on YouTube and watch the regular shows that are put on by everyone ranging from vloggers to musicians to filmmakers to people with camera phones.”",1.0,0,67,0.1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"When the OTT market started a few years ago, HD H.264 transcoding into multiple outputs relied on a dedicated hardware or PCI acceleration module to add computational resources. Later, evolutions of x86 processor technologies have facilitated software-only or cloud transcoding solutions. Currently, Media Excel’s HERO 5000 HD OTT transcoding solutions are all based on software or running on cloud without requiring hardware acceleration (Figure 1). HD OTT has been mostly H.264 compression-based so far, but a content delivery network (CDN) most likely takes HEVC compression to minimize bandwidth for HD content delivery as its implementation cost continues to go down. For example, there are affordable quad HD HEVC encoding solutions available in the market, and mobile and PC client players support HEVC file format. ",0.0,0,125,0.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"KPOP's audience tends to skew young, as it also relies on interns as on-air talent that helps viewers understand the story lines being told in the music videos and offering a deeper look into the culture they represent. “They are the millennials and they are the ones who have the buying power,” Quan said.",1.0,0,54,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,"What was a bit surprising, however, was the degree to which both the DASH delivery scheme and the HEVC codec (also known as H.265) were discussed as faits accomplis and debated as either “it’s about time” standards or a combined one-two punch that would be the death knell of innovation in the online video technology space. As Tim Siglin wrote in his post-event briefing (http://go2sm.com/2012), both were the subjects of show-floor discussions and Amsterdam-fueled late-night shouting matches, more intense than previous years’ discussions of, say, HTML5 or H.264—the former of which was held in cautious regard as a passing fad, the latter of which seemed like a well-deserved chance to take a break from what had seemed like a codec war that was never going to end.",0.0,0,127,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Leadership in Hispanic Television, Cultural Narrative Category: Tony Hernandez, founder of the Immigrant Archive Project, which captures on  video the personal experiences of Hispanic immigrants, and co-founder, president and CEO of Latino Broadcasting Co. — JS",2.0,25,37,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Here’s the formula for streaming success: Measure, automate, and optimize to deliver desired Viewer Experience at scale at the lowest cost. I’m happy to talk in much greater detail, please get in touch with us at hello@SSIMWAVE.com",1.0,0,37,0.2
