label,performance_constraints,nonuniform_progress,number_of_types,paragraph,cognitive,user_heterogeneity,word_count,demand,source,coordination,internal,transactional,scarcity,technical,external
0.0,0.0,0.0,,The  AVOD trend is all juxtaposed with what's become a broadly held belief among  video executives: Consumers’ willingness to support more  subscription VOD services may be reaching a limit.,1.0,0.0,32,1.0,,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,,"Still, with the HD video pixels sorted, audio delivery lagged far behind. Most streaming content is delivered in two-channel AAC stereo at the lowest  bit rate possible to aﬀord the smallest ﬁle size and speediest transmission to the greatest number of clients. For the consumer, the experience simply lacks the depth of detail of cinema and broadcast.",0.0,0.0,56,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.1,They also want input on how to better target the remaining funds to boost jobs and broadband adoption.,1.0,1.0,18,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,,WASHINGTON — The Federal Communications Commission has made its rather ponderous case (in more than 200 pages) for rolling back network neutrality regulations and turning over its enforcement to the Federal Trade Commission.:WASHINGTON — The Federal Communications Commission has made its rather ponderous case (in more than 200 pages) for rolling back network neutrality regulations and turning over its enforcement to the Federal Trade Commission.,0.0,0.0,65,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,,"Diversity Streaming Media Europe offers a chance towatch trends through the lens of a geographysmaller than the U.S.but far more diverse—anddivergent—in terms of language and culturalfootprint.From the U.K.and host country Englandto select companies and representatives from keyEuropean Union states, Streaming Media Europeshowcases public TV, premium content, andsocial media upstarts on an equal stage.",0.0,1.0,53,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,"The contract is set to expire at midnight on Aug. 31. Hallmark officials indicated that AT&T U-verse sent postcards, dated Aug. 1, to its customers about the possible loss of Hallmark Channel and its sister service Hallmark Movie Channel if a new deal isn't consummated by that deadline. More recently, AT&T notified Hallmark Channels of the potential drop.",0.0,0.0,58,0.0,,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,,"I don't think free TV goes away. I think people declare that sector of our business dead prematurely all the time, and I think that's a mistake. I think you get a better version of what you love but these are the things don't go away.:I don't think free TV goes away. I think people declare that sector of our business dead prematurely all the time, and I think that's a mistake. I think you get a better version of what you love but these are the things don't go away.",0.0,0.0,91,1.0,,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,,"Beyond these free tools, Livestream has created its own mixer/encoder program (Livestream Studio), and on-camera encoder (Livestream Broadcaster), and a plug-in for the NewTek TriCaster, while refusing to extend support to tools such as Wirecast and FMLE. This has created somewhat of a walled garden around Livestream service. According to company officials, Livestream pursued this strategy to simplify integration with the service, and to ensure that their technical support staff could effectively support their producers during the encoding stage. Of course, if Wirecast, FMLE or a similarly unsupported tool is your encoder of choice, you’re out of luck",0.0,0.0,98,0.0,,0.0,1.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,,"When the OTT market started a few years ago, HD H.264 transcoding into multiple outputs relied on a dedicated hardware or PCI acceleration module to add computational resources. Later, evolutions of x86 processor technologies have facilitated software-only or cloud transcoding solutions. Currently, Media Excel’s HERO 5000 HD OTT transcoding solutions are all based on software or running on cloud without requiring hardware acceleration (Figure 1). HD OTT has been mostly H.264 compression-based so far, but a content delivery network (CDN) most likely takes HEVC compression to minimize bandwidth for HD content delivery as its implementation cost continues to go down. For example, there are affordable quad HD HEVC encoding solutions available in the market, and mobile and PC client players support HEVC file format. ",0.0,0.0,125,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
2.0,1.0,1.0,0.3,"Publishing By now, most OVPs support single stream playback to Flash and iOS devices. Though adaptive streaming is far from pervasive at this point, if you’re choosing an OVP in 2012, adaptive streaming for all supported platforms (Flash, iOS, Android) should be on its short-term road map, if not already available. For Flash, RTMP-based Dynamic Streaming is acceptable for smaller sites, though larger sites should offer HTTP-based Dynamic Streaming as well. ",0.0,0.0,72,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,,"As part of the rush to understand Middle America after the unexpected—to bicoastal elites, at least—election upset in early November, advertisers and ad agencies alike are giving these diginets a second look. An influx of advertising dollars may put these fledging diginets on track to begin offering higher-quality content in the same way that CW and WB morphed into original premium content engines a decade or so ago.",0.0,1.0,68,1.0,,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,,"Over the last half decade, the industry has largely focused on solving the technology issues related to what we collectively referred to as “online video.” Today those two words have little meaning; there is no longer a delineation between “online” and other video in the minds of consumers. Video is just video, and people expect to be able to access it anywhere, on any device, at any time, and in virtually any location.",0.0,1.0,73,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,"Levin was always bullish on technology and he was a big proponent of Time Warner’s $100 million investment in the Full Service Network, launched in Orlando, Fla., in 1994. It demonstrated that many of the products and services being offered today were possible, plausible and popular with consumers. At an International Radio-Television Society Foundation Newsmakers luncheon in 2002, though, he described the FSN project as “the famous Vietnam failure of interactive television in Orlando, where I learned most of what I now know.”",0.0,0.0,83,0.0,,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,,"Our agreement with NCTC is another important step to continue our rapid expansion,” said Andrew Eisbrouch, COO & General Counsel of Law&Crime. “We are looking forward to delivering our compelling and unique  content to more audiences than ever before.”",0.0,0.0,40,1.0,,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,TCM will celebrate the career of legendary  film director William Friedkin with a two-night airing of the director’s most popular and successful films.,0.0,0.0,24,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,"The Winter X Games Aspen 201 aired Jan. 26-29 across ESPN, ESPN2, ESPN 3D and the WatchESPN  online portal. A portion of the promos for the Winter X Games, which featured snowboarding and skiing stunt competitions, were also Shazam-enabled. The Shazam app identifies  content , such as a TV program or song, using an audio-recognition algorithm.",0.0,0.0,58,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,,"More broadly, Fox News Channel and FBN have embarked on an initiative to expand the  video content on both sites       http://www.multichannel.com/article/CA6482878.html     and add features like allowing users to embed videos into their own blogs.      ",0.0,0.0,43,1.0,,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,"And despite our repeated requests for hearings on this topic, we had none this Congress. The claim that these are just ‘rules for the road’ that everyone agrees with does not hold water. If that’s all they are, why is the proposal to selectively enforce them only against Internet service providers? It is becoming more and more clear that this is just an attempt to make good on a campaign promise. The people spoke against takeovers of industry in the recent election. The fact that the FCC appears to be ignoring that and rushing to finish this proceeding before the new Congress convenes only reinforces the sense that this is about politics, not good policy.",0.0,0.0,115,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,,"“We believe operators know their subscribers best and are therefore best-suited to build the right TV service for them. The key element was giving operators the flexibility to build a custom launcher and replace the Google standard launcher, thus owning the user experience while still offering all the capabilities of the platform,” says Radhakrishnan.",0.0,0.0,54,1.0,,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,,"Device Platform Capabilities Welcome to one of the more headache-inducing areas to consider, as each device platform (and, in some cases, the model) has its own set of technical capabilities and limitations when it comes to video experiences.",0.0,0.0,38,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,"Hoping to bottle the creative juices of millions of Internet users, Comcast inked a pact with social-networking site Facebook       http://www.facebook.com     to let its members share videos through the cabler’s Ziddio       http://www.ziddio.com user-generated     video site.      ",0.0,0.0,46,1.0,,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,"VR remains a niche market as of this writing, but it’s a growing one with huge potential. Several consumer headsets and VR cameras are now available to ship to consumers. According to Forrester Research, there will be 52 million headsets sold by 2020. Other analysts are predicting 171 million headsets sold by 2018. Either way, analysts are bullish about the overall growth of the VR industry.",0.0,0.0,66,0.0,,1.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,,"Part of Charter’s appeal to analysts is its relative lack of competition from the most aggressive telco product in the pay TV space, Verizon Communications' FiOS. At right is the percentage of Charter’s total footprint overlapped by off erings from telco fi ber competitors, compared to the MSO’s peers:",0.0,0.0,49,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,"Tulix has worked with other broadcasters too. “We do satellite downlinking now,” Gebhard-Koenigstein says. “We pull a channel from a satellite and restream it.” The company can also record a satellite or live stream and record it to make individual programs available on demand. “We try to make it very easy and convenient for our customers, and to help them monetize,” he says.",0.0,0.0,63,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,,"Linear TV and digital are growing together,” added Mika Salmi, president of global digital  media at    MTV Networks, pointing to the fact that viewing levels have remained strong at their networks, while traffic on MTVN's 300 Web sites increased to 90 million in October of 2007, up from 68 million a year earlier.      ",0.0,0.0,58,0.0,,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,,"MF: I mean, the easy answer to say is AI. But I don’t believe that. I don’t think we are at a point right now where AI can help us do our jobs any better than the tools that we already have. I think some of the cooler stuff is around measurement and longer-term understanding of the value that a specific airing or delivery of an impression-based ad has on, not just driving viewership and audience, but driving long-term brand outcome. And the tools that allow us to take that and do more of that. The idea is that we have savings goals with all of our clients. What we tell our clients, and one of the things that my team has been telling our clients for the last two years, is we need to pay more for impressions, but we should buy way fewer impressions. We need to make the impressions that we're buying, they’re going to cost more, more goes into it. They're going to look more expensive as an actual impression. But they’re going to generate far better results and we’re going to buy far fewer of them. And our clients are going to save money by reducing waste. And then we’re going to take that understanding and feed that back into the planning cycle so we can do more of what’s working.",0.0,0.0,141,1.0,,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,,"The answer to meeting these changing needs lies in workflow management solutions that provide the flexibility and intelligence users need to achieve efficient content preparation, packaging, and distribution. This past year we introduced GPU-accelerated transcoding and packaging products specifically to address the multiscreen distribution challenge. We look forward to solving more of these challenges for new markets and workflows.",0.0,0.0,59,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,0.2,"With this development and the ever-increasing demand for live video, broadcasters and online media professionals are looking for new ways for delivering non-stop live video coverage to their viewers. Content is king – and live video plays a central role. ",0.0,0.0,41,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.1,"Just what authority the FCC has in the cable,  online and wireless spaces will be a central issue in whatever the FCC decides to do or not to do on  media content management.",1.0,1.0,35,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,,"“It’s hard to say how long it will take [to do data normalization], but delivering smart al gorithms that produce insights is a function of the size of datasets. The more subscribers and engagement actions you have, the faster you can perfect it,” says Paul Pastor, chief business officer at Firstlight Media. “It’s a volume and throughput game. A company with the scale of a Netflix can refine algorithms very quick ly; for a service with a couple of hundred thou sand subscribers, it’s going to take longer.”",0.0,0.0,88,1.0,,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,,"Seat-to-seat chatting and on-screen food ordering are part of the new seat-back-entertainment amenities on startup airline Virgin America, along with on-demand pay-per-view  movies , digital-music channels and live TV.      ",0.0,0.0,33,0.0,,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,,"The video streaming market is growing rapidly. From new pop-up channels to video-sharing websites, broadcasters and pay TV service providers, everyone is getting into the video streaming game. A significant motivation is that global video streaming revenue is anticipated to reach $124.57 billion by 2025, according to Grand View Research.",0.0,0.0,50,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,,"Of course, there are some limits to a continuous,  dynamic approach that come from the infrastructure of  delivery itself.As part of operational planning, there is  likely a parallel cycle of tool and algorithm upgrades that  address service concerns related to competitiveness on the  Such enhancements to content can now be made available  basis of features and cost.An example of this is the trend to  for live content as well as on-demand material.This has  introduce voice control as an enhancement to other forms  value not just in the expanded presentation, but also through  of navigation.The technology of voice assistants is rapidly  creation of a deeper vein of metadata that can aid search and  evolving, and it’s important to consider integration of the  help to understand the preferences of the consumer.",0.0,1.0,141,1.0,,0.0,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,,"“Our users come for what we call appointment viewing,” says Berman. Each quarter, Ellation acquires 30 to 40 new series directly from Japan. Each season is 20-plus episodes, and each episode can range from 22 to 44 minutes in length. This binge-worthy content keeps viewers tuning in. ",0.0,0.0,48,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,,"Adam Cohen has joined Los Angeles-based Metan Development Group as production executive, original programming. He comes from Mullholland Drive Entertainment, where he was account director.",1.0,0.0,25,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,,Blu-ray discs and games are widely considered to be the two most likely avenues for 3-D  content to make its way into the home. There is already significant amount of 3-D programming that has been created for theatrical- film distribution that could be reformatted for 3-D capable Blu-ray discs and players.,1.0,0.0,52,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,,"What Real Genius played for comic effect is now much more real in this age of distance courses, online lectures, and blended learning. Increasingly, video lectures and podcasts are supplementing or standing in for traditional contact hours. When these materials are placed online, faculty and administrators have to make the decision of whether or not to effectively allow the students to bring their own recorders to the party. ",0.0,0.0,69,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,"We are growing our business by providing differentiated and valuable products, and high-quality service to our customers,” CEO Chris Winfrey said. “We are also executing well on our evolution and expansion initiatives, and these strategic investments will lead to further customer and financial growth, creating long-term value for Charter shareholders.”",0.0,0.0,50,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,"Companies like  Google http://www.  google .com     and Yahoo       http://www.yahoo.com     advocate regulation of broadband-access providers primarily in efforts to protect their profits in a fast-moving and disruptive e-commerce market, a senior Comcast official said in a speech Thursday, according to the text obtained by Multichannel News.      ",0.0,0.0,57,0.0,,1.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,,"MGM, which has international cable networks, has been trying to get a foothold in the U.S. market with one for years. The movie studio is launching an HD channel, rather than a standard definition one, “because that’s where the marketplace is and that’s a strength of ours,” according to Lee.      ",0.0,0.0,53,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,"Public-safety [organizations] have 24 Mhz of spectrum that they haven’t been able to come together and agree on” how to use, said Gil Perez, CEO of Arcadian Networks, a Valhalla, N.Y.-based startup with $90 million of backing, largely from Goldman Sachs. “Why do you need a new green patch? Why don’t they mandate utilizing the existing patch?”",0.0,0.0,57,0.0,,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,,Governments should not prevent people from connecting to Web sites and each other. That was one of the key messages from Secretary of State Hillary Clinton during a speech on Internet freedom Thursday at the Newseum in Washington.,0.0,0.0,38,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,,March Madness on Demand has been very much in demand.,1.0,0.0,22,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,,VITEC’S IP STREAMING SOLUTION FOR FSN • HEVC delivers bandwidth savings • Small form factor eases deployment  in the field • Zixi error correction provides  reliable streams • Low-latency transmission • MGW Ace encoder supports HEVC  and H.264 from the same source  for streaming flexibility,0.0,0.0,49,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,,"These products tend to be affordable or free and are very well-featured as compared to entry-level standalone appliances.This simplifies adding text/graphics and pulling together a “shot” that combines background graphics and multiple sources in a picture-in-picture format.Wirecast (Rendezvous) and vMix (Call) both provide a conferencing function that allows you to record and stream remote interviews at very high quality.Both can also accept input from computers and phones on the same network, adding significant production flexibility.The flip side of this flexibility is ease of use.While these programs don’t require a computer science degree to operate, you wouldn’t want to hand off operation to a marketing intern or church volunteer without providing several hours of training.",0.0,0.0,114,0.0,,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,,Create and manage custom  video play lists and search for videos with enhanced search capabilities.,0.0,0.0,22,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,"The Coalition for Competition in  Media , a group formed to oppose the Comcast/NBCU merger proposal as currently constituted, has added three new members.",0.0,0.0,25,0.0,,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,,"The programmer said each experience will be customized across multiple  media screens including PCs, portable  video players, portable and console gaming devices and mobile phones.      ",0.0,0.0,30,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,,"The platform is powered with Anycast DNS, self-service real-time panels and content optimization with GPU powered technologies.",0.0,0.0,22,0.0,,0.0,1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,,"Witbe provides the most comprehensive set of solutions to monitor the Quality of Experience (QoE) delivered to any device (set-top box, PC, tablet, smartphone, game console), over any type of networks (fixed, mobile, OTT). It enables service providers, broadcasters and content owners to launch profitable multiscreen services by automating tests before launch and monitoring live and interactive services to maximize quality, enforce SLAs and increase viewer engagement. Over 400 customers on 5 continents such as DISH Network, Comcast, Cogeco, Telus, Bell Canada, Orange, BT, Deutsche Telekom, Telefonica and Canal+ rely on Witbe to deliver the promises of video streaming to their customers.",0.0,0.0,102,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,,"10.4K and Beyond  4K and ultra high definition (UHD) are bringing amazing image quality to video content.This increase in image resolution obviously brings better visuals, but along with that it requires more  intensive data processing—4K can bring a 4-fold increase in the amount of pixels in a video file.The problem is while manufacturers move ahead with newer standards, the bandwidth to deliver 4K in not available in every household and not all consumer products support this yet.",0.0,0.0,79,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,,"Using Amazon IVS for low live streaming latency, Rivet Logic replicated the in-person experience for virtual attendees with near-real time interactive  elements.The broadcast setup was managed by AV integrator TeamPeople, which directed produced feeds to Rivet Logic to send through their Amazon IVS-equipped platform.Live video and metadata streams were synced using the Amazon IVS timed metadata API, aligning the interactive chat and emoji functions  built by Rivet Logic with the visuals and audio.",0.0,0.0,75,1.0,,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,,"Specializing in hardware-based audio and video codecs for remote broadcast, our products include the ACCESS Stereo IP Audio Codec as well as the NEW LiveShot Video IP Codec and the NEW STAC VIP VoIP Call Management system for call in talkshows.",0.0,0.0,41,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,1.1,MCN: The FCC is about to launch an inquiry into kids TV rules. What do you think that should focus on?,1.0,1.0,21,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,,"In terms of how long it should take to convert over to CMAF, Speelmans says, “In my experience, most packagers already support it today, so it’s only a matter of reconfiguring.Players are usually able to support it transparently as well.It will depend on the setup of your pipeline to get this done, but I would assume no more than two weeks of work.Keep in mind you would want to do a full test afterward, meaning you would need some additional time for that.”",0.0,0.0,83,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
2.0,1.0,0.0,0.3,"If you want configurable controls over the frame rate so you can shoot at any speed from 1 to 60 fps, you’ll need a more expensive camcorder; devices in the $6,000–$10,000 range also deliver more precise control of the picture quality, with configurable controls over options such as gamma and knee. Finally, if you want higher-quality storage formats, such as 50Mbps MPEG-2, AVC-Intra, or Red format, you’ll need to stretch the budget as well. ",0.0,0.0,75,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,,"Following tests conducted at the Tokyo Games in 2021, Intel affirmed that 8K live streaming at scale can be done.Delivery to the open internet is managed using Real-Time Transport Protocol (RTP) and TLS or RTP and HTTP Live Streaming (HLS).The round-trip latency from venue to screen of the 50Gbps input signal encoded to produce a 200–250Mbps contribution and 80Mbps distribution signal for OTT was just 200–400 milliseconds.",0.0,0.0,67,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.1,"In a changing advertising market,  AMC Networks is planning a fairly traditional upfront presentation for  media buyers that will show off new programming, fresh distribution strategies and advanced advertising opportunities.",0.0,0.0,32,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,,"""People go mad to watch TV during March Madness,"" said AT&T Wireless spokesman Mark Siegel. ""We're letting them watch it wherever they are.""",1.0,0.0,23,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,,"Aside from the development challenges of supporting each and every variation of platform out there, CSAI just doesn’t work on some platforms. “With client-side ad insertion, the mobile device needs to load two video players at the same time in memory, and additional network requests (and potential round-trip latencies) for the communication with the ad server are added. On a thin device such as a Chromecast dongle, it is not possible to load two video players in memory at the same time,” says Xiques.",0.0,0.0,84,0.0,,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,,The Streaming Media 100 at IBC Joel Unickow and Parag Manikpure catching up after a long day at IBC Never a dull moment at the Quickplay stand Signiant’s Chris Fournelle moving big things at IBC Abdul Rehman adding more trophies to his collection at SSIMWAVE (an IMAX Company) STREAMINGMEDIA.COM,0.0,0.0,49,1.0,,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.1,"Our customers are very engaged with Frndly TV, averaging approximately 18 hours per week on the platform,” Joey Monjure, Frndly TV’s VP of product and customer experience, said. “Since these new additions are among features most requested by our customers, we believe we can grow customer engagement and satisfaction with these new options. We’re pleased we can add these three elements and look forward to bringing our customers even more requested functionality in the future.”",0.0,0.0,75,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,"DELIVERING ADVERTISING OTT There are two main ways of delivering personalized ads OTT—client-side ad insertion and server-side ad insertion. Client-side is a little more mature but is also fraught with challenges that can create disruptive ad experiences. This could include player and device incompatibilities, content coming from an ad server that’s not correctly formatted for the viewer’s device, and viewers running ad blockers. Server-side insertion tends to support more devices and give you a smoother playback experience but may fail to deliver some of the interactivity advertisers want such as knowing how much of an ad the viewer actually saw. The client-side analytics can tell you that an ad didn’t play, but it doesn’t tell you where in the chain something broke. ",0.0,0.0,123,0.0,,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,,"Once upon a time, web TV series were the exclusive domain of gaming geeks, narrow-niche tech experts, and die-hard fanboys/fangirls. But times have changed. Today, you can find web series starring TV/film celebrities such as Brent Spiner (Star Trek: The Next Generation), Mary Lynn Rajskub (24 and the new CBS series How to Be a Gentleman), and Illeana Douglas (Cape Fear, Seinfeld, Six Feet Under, and Law and Order: Special Victims Unit).",0.0,1.0,72,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,,"Mixing It Up With the AJA Io 4K Epiphan’s AV.io 4K is an affordable single stream product, but what about multiplecamera  productions on a notebook? While you can hang multiple singlestream capture devices from your notebook, you’ll get the most efficient re sults with a product like AJA’s Io 4K, which sup ports up to four 1080p inputs and connects via Thunderbolt 2. ",0.0,0.0,65,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,,"My point is not that audio description is a bad thing. It’s wonderful for entertainment media and some educational video. I am, however, unconvinced that it’s usually the best implementation for providing equivalent content for the visual aids we use in educational media, especially when looking to the future. We may need to come up with new technologies that better meet our students’ needs.",0.0,1.0,64,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,,"At the same time, the most reliably popular online video tends to be the highquality content that’s already proven popular on TV, DVD, or in the theaters, which isn’t surprising given that success in traditional media means a built-in audience of millions before the video ever gets online.",0.0,0.0,48,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
